ID,Startjaar,Eindjaar,Datum,Tijd,Thuisploeg,Score,Uitploeg
4492,2018,2019,08/02,20:30,KRC Genk,2-0,Standard
4493,2018,2019,09/02,18:00,Charleroi,1-1,KV Oostende
4494,2018,2019,09/02,20:00,Eupen,0-1,KV Kortrijk
4495,2018,2019,09/02,20:00,STVV,2-1,SK Beveren
4496,2018,2019,09/02,20:30,Sporting Lokeren,2-1,Antwerp
4497,2018,2019,10/02,14:30,Cercle Brugge,2-2,Club Brugge
4498,2018,2019,10/02,18:00,Anderlecht,0-0,Zulte Waregem
4499,2018,2019,10/02,20:00,KAA Gent,1-2,Moeskroen
4500,2018,2019,15/02,20:30,Standard,3-1,Sporting Lokeren
4501,2018,2019,16/02,18:00,KV Kortrijk,1-2,Charleroi
4502,2018,2019,16/02,20:00,KV Oostende,1-1,Eupen
4503,2018,2019,16/02,20:00,Zulte Waregem,1-1,STVV
4504,2018,2019,16/02,20:30,SK Beveren,2-1,KAA Gent
4505,2018,2019,17/02,14:30,Club Brugge,3-1,KRC Genk
4506,2018,2019,17/02,18:00,Antwerp,0-1,Anderlecht
4507,2018,2019,17/02,20:00,Moeskroen,3-0,Cercle Brugge
4508,2018,2019,22/02,20:30,KAA Gent,2-1,Standard
4509,2018,2019,23/02,18:00,Eupen,2-3,Zulte Waregem
4510,2018,2019,23/02,20:00,Cercle Brugge,2-2,KV Oostende
4511,2018,2019,23/02,20:00,SK Beveren,2-6,KV Kortrijk
4512,2018,2019,23/02,20:30,Moeskroen,1-0,Sporting Lokeren
4513,2018,2019,24/02,14:30,Anderlecht,2-2,Club Brugge
4514,2018,2019,24/02,18:00,KRC Genk,0-0,Antwerp
4515,2018,2019,24/02,20:00,STVV,3-1,Charleroi
4516,2018,2019,01/03,20:30,Standard,1-1,Moeskroen
4517,2018,2019,02/03,18:00,Charleroi,1-1,KRC Genk
4518,2018,2019,02/03,20:00,KV Kortrijk,2-1,Cercle Brugge
4519,2018,2019,02/03,20:00,KV Oostende,1-1,SK Beveren
4520,2018,2019,02/03,20:30,Club Brugge,1-0,STVV
4521,2018,2019,03/03,14:30,Zulte Waregem,1-3,KAA Gent
4522,2018,2019,03/03,18:00,Sporting Lokeren,1-2,Anderlecht
4523,2018,2019,03/03,20:00,Antwerp,2-1,Eupen
4524,2018,2019,10/03,18:00,Anderlecht,2-0,KV Kortrijk
4525,2018,2019,10/03,18:00,KAA Gent,2-1,KV Oostende
4526,2018,2019,10/03,18:00,KRC Genk,1-0,Sporting Lokeren
4527,2018,2019,10/03,18:00,Moeskroen,1-1,STVV
4528,2018,2019,10/03,18:00,Eupen,0-4,Club Brugge
4529,2018,2019,10/03,18:00,Cercle Brugge,1-2,Standard
4530,2018,2019,10/03,18:00,Antwerp,1-2,Charleroi
4531,2018,2019,10/03,18:00,SK Beveren,1-1,Zulte Waregem
4532,2018,2019,17/03,18:00,Club Brugge,1-2,Moeskroen
4533,2018,2019,17/03,18:00,Standard,4-3,SK Beveren
4534,2018,2019,17/03,18:00,KV Kortrijk,2-0,Antwerp
4535,2018,2019,17/03,18:00,KV Oostende,0-2,Anderlecht
4536,2018,2019,17/03,18:00,Zulte Waregem,3-3,KRC Genk
4537,2018,2019,17/03,18:00,Sporting Lokeren,3-1,Cercle Brugge
4538,2018,2019,17/03,18:00,Charleroi,1-2,Eupen
4539,2018,2019,17/03,18:00,STVV,0-2,KAA Gent
4540,2019,2020,20/07,20:30,KRC Genk,3-0,KV Mechelen
4541,2019,2020,26/07,20:30,KRC Genk,2-1,KV Kortrijk
4542,2019,2020,27/07,18:00,Cercle Brugge,0-2,Standard
4543,2019,2020,27/07,20:00,STVV,0-1,Moeskroen
4544,2019,2020,27/07,20:00,Zulte Waregem,0-2,KV Mechelen
4545,2019,2020,27/07,20:30,SK Beveren,1-3,Club Brugge
4546,2019,2020,28/07,14:30,Anderlecht,1-2,KV Oostende
4547,2019,2020,28/07,18:00,Charleroi,1-1,KAA Gent
4548,2019,2020,28/07,20:00,Eupen,1-4,Antwerp
4549,2019,2020,02/08,20:30,Club Brugge,6-0,STVV
4550,2019,2020,03/08,18:00,Standard,4-0,Zulte Waregem
4551,2019,2020,03/08,20:00,KV Kortrijk,1-1,Charleroi
4552,2019,2020,03/08,20:00,KV Oostende,3-1,Cercle Brugge
4553,2019,2020,03/08,20:30,KV Mechelen,3-1,KRC Genk
4554,2019,2020,04/08,14:30,KAA Gent,6-1,Eupen
4555,2019,2020,04/08,18:00,Moeskroen,0-0,Anderlecht
4556,2019,2020,04/08,20:00,Antwerp,4-1,SK Beveren
4557,2019,2020,09/08,20:30,Anderlecht,0-0,KV Mechelen
4558,2019,2020,10/08,18:00,KV Oostende,0-2,Club Brugge
4559,2019,2020,10/08,20:00,Eupen,1-1,SK Beveren
4560,2019,2020,10/08,20:00,Cercle Brugge,1-3,KV Kortrijk
4561,2019,2020,10/08,20:30,KRC Genk,0-2,Zulte Waregem
4562,2019,2020,11/08,14:30,STVV,2-1,Standard
4563,2019,2020,11/08,18:00,Charleroi,2-1,Antwerp
4564,2019,2020,11/08,20:00,Moeskroen,2-1,KAA Gent
4565,2019,2020,16/08,20:30,Club Brugge,0-0,Eupen
4566,2019,2020,17/08,18:00,KV Kortrijk,4-2,Anderlecht
4567,2019,2020,17/08,20:00,KV Mechelen,3-1,Cercle Brugge
4568,2019,2020,17/08,20:30,SK Beveren,0-4,KRC Genk
4569,2019,2020,18/08,14:30,Standard,4-1,Moeskroen
4570,2019,2020,18/08,18:00,Antwerp,2-0,STVV
4571,2019,2020,18/08,20:00,KAA Gent,2-0,KV Oostende
4572,2019,2020,19/08,20:30,Zulte Waregem,3-1,Charleroi
4573,2019,2020,23/08,20:30,KRC Genk,1-0,Anderlecht
4574,2019,2020,24/08,20:00,Cercle Brugge,1-0,SK Beveren
4575,2019,2020,24/08,20:30,STVV,0-0,Zulte Waregem
4576,2019,2020,24/08,20:30,KV Oostende,2-1,KV Mechelen
4577,2019,2020,25/08,18:00,Standard,2-1,KV Kortrijk
4578,2019,2020,25/08,20:00,Moeskroen,2-0,Eupen
4579,2019,2020,30/08,20:30,KV Mechelen,2-2,Moeskroen
4580,2019,2020,31/08,18:00,Eupen,0-2,STVV
4581,2019,2020,31/08,20:00,KV Kortrijk,2-2,KV Oostende
4582,2019,2020,31/08,20:30,SK Beveren,0-4,Charleroi
4583,2019,2020,01/09,14:30,Club Brugge,1-1,KRC Genk
4584,2019,2020,01/09,18:00,Anderlecht,1-0,Standard
4585,2019,2020,01/09,20:00,Zulte Waregem,2-0,Antwerp
4586,2019,2020,01/09,20:00,KAA Gent,3-2,Cercle Brugge
4587,2019,2020,13/09,20:30,Charleroi,2-1,KRC Genk
4588,2019,2020,14/09,18:00,KV Oostende,1-4,Standard
4589,2019,2020,14/09,20:00,Eupen,1-1,Zulte Waregem
4590,2019,2020,14/09,20:00,STVV,1-1,SK Beveren
4591,2019,2020,14/09,20:30,Cercle Brugge,0-2,Club Brugge
4592,2019,2020,15/09,14:30,Anderlecht,1-2,Antwerp
4593,2019,2020,15/09,18:00,KAA Gent,3-0,KV Mechelen
4594,2019,2020,15/09,20:00,Moeskroen,2-0,KV Kortrijk
4595,2019,2020,20/09,20:30,KV Kortrijk,2-3,KV Mechelen
4596,2019,2020,21/09,18:00,Charleroi,0-3,STVV
4597,2019,2020,21/09,20:00,Antwerp,3-1,Cercle Brugge
4598,2019,2020,21/09,20:00,SK Beveren,1-1,Moeskroen
4599,2019,2020,21/09,20:30,KRC Genk,3-1,KV Oostende
4600,2019,2020,22/09,14:30,Standard,3-0,Eupen
4601,2019,2020,22/09,18:00,Club Brugge,2-1,Anderlecht
4602,2019,2020,22/09,20:00,Zulte Waregem,2-2,KAA Gent
4603,2019,2020,28/09,18:00,KV Mechelen,0-5,Club Brugge
4604,2019,2020,28/09,20:00,KAA Gent,2-0,KV Kortrijk
4605,2019,2020,28/09,20:00,Moeskroen,2-2,Zulte Waregem
4606,2019,2020,28/09,20:00,Cercle Brugge,1-2,Eupen
4607,2019,2020,28/09,20:30,STVV,3-3,KRC Genk
4608,2019,2020,29/09,14:30,Anderlecht,0-0,SK Beveren
4609,2019,2020,29/09,18:00,Standard,1-1,Charleroi
4610,2019,2020,29/09,20:00,KV Oostende,1-1,Antwerp
4611,2019,2020,04/10,20:30,Charleroi,1-2,Anderlecht
4612,2019,2020,05/10,18:00,Eupen,0-2,KV Mechelen
4613,2019,2020,05/10,20:00,SK Beveren,3-1,KV Oostende
4614,2019,2020,05/10,20:00,Zulte Waregem,6-0,Cercle Brugge
4615,2019,2020,05/10,20:30,KV Kortrijk,4-0,STVV
4616,2019,2020,06/10,14:30,Club Brugge,4-0,KAA Gent
4617,2019,2020,06/10,18:00,Antwerp,2-2,Standard
4618,2019,2020,06/10,20:00,KRC Genk,2-1,Moeskroen
4619,2019,2020,18/10,20:30,Moeskroen,0-1,Club Brugge
4620,2019,2020,19/10,18:00,Standard,1-0,KRC Genk
4621,2019,2020,19/10,20:00,KV Kortrijk,2-0,Zulte Waregem
4622,2019,2020,19/10,20:00,KV Oostende,2-3,Eupen
4623,2019,2020,19/10,20:30,KAA Gent,2-0,SK Beveren
4624,2019,2020,20/10,14:30,KV Mechelen,3-1,Antwerp
4625,2019,2020,20/10,18:00,Anderlecht,4-1,STVV
4626,2019,2020,20/10,20:00,Cercle Brugge,0-3,Charleroi
4627,2019,2020,25/10,20:30,Eupen,0-0,Anderlecht
4628,2019,2020,26/10,18:00,Charleroi,1-0,Moeskroen
4629,2019,2020,26/10,20:00,Zulte Waregem,2-0,KV Oostende
4630,2019,2020,26/10,20:00,Antwerp,3-1,KV Kortrijk
4631,2019,2020,26/10,20:30,KRC Genk,1-0,Cercle Brugge
4632,2019,2020,27/10,14:30,Club Brugge,1-1,Standard
4633,2019,2020,27/10,18:00,STVV,0-0,KAA Gent
4634,2019,2020,27/10,20:00,SK Beveren,1-3,KV Mechelen
4635,2019,2020,29/10,20:30,KV Kortrijk,1-2,Eupen
4636,2019,2020,29/10,20:30,KV Oostende,0-1,Charleroi
4637,2019,2020,29/10,20:30,Cercle Brugge,2-2,Moeskroen
4638,2019,2020,30/10,20:30,Standard,2-0,SK Beveren
4639,2019,2020,30/10,20:30,KRC Genk,2-2,Antwerp
4640,2019,2020,30/10,20:30,Zulte Waregem,0-2,Club Brugge
4641,2019,2020,30/10,20:30,KV Mechelen,1-2,STVV
4642,2019,2020,31/10,20:30,Anderlecht,3-3,KAA Gent
4643,2019,2020,02/11,18:00,Eupen,2-0,KRC Genk
4644,2019,2020,02/11,20:00,SK Beveren,1-2,Zulte Waregem
4645,2019,2020,02/11,20:00,STVV,1-0,KV Oostende
4646,2019,2020,02/11,20:00,Moeskroen,3-1,Antwerp
4647,2019,2020,02/11,20:30,Club Brugge,3-0,KV Kortrijk
4648,2019,2020,03/11,14:30,Anderlecht,2-1,Cercle Brugge
4649,2019,2020,03/11,18:00,KAA Gent,3-1,Standard
4650,2019,2020,03/11,20:00,KV Mechelen,2-2,Charleroi
4651,2019,2020,08/11,20:30,Zulte Waregem,1-2,Anderlecht
4652,2019,2020,09/11,18:00,Charleroi,1-0,Eupen
4653,2019,2020,09/11,20:00,KV Kortrijk,1-3,SK Beveren
4654,2019,2020,09/11,20:00,Cercle Brugge,2-1,STVV
4655,2019,2020,09/11,20:30,KV Oostende,2-2,Moeskroen
4656,2019,2020,10/11,14:30,Antwerp,2-1,Club Brugge
4657,2019,2020,10/11,18:00,KRC Genk,0-2,KAA Gent
4658,2019,2020,10/11,20:00,Standard,1-2,KV Mechelen
4659,2019,2020,21/11,20:30,Antwerp,3-2,KAA Gent
4660,2019,2020,22/11,20:30,Club Brugge,2-0,KV Oostende
4661,2019,2020,23/11,18:00,Eupen,1-2,Standard
4662,2019,2020,23/11,20:00,KV Mechelen,0-2,Zulte Waregem
4663,2019,2020,23/11,20:00,SK Beveren,1-1,Cercle Brugge
4664,2019,2020,23/11,20:30,Moeskroen,2-2,KRC Genk
4665,2019,2020,24/11,14:30,KAA Gent,1-1,Antwerp
4666,2019,2020,24/11,18:00,Anderlecht,0-0,KV Kortrijk
4667,2019,2020,24/11,20:00,STVV,1-3,Charleroi
4668,2019,2020,29/11,20:30,Antwerp,1-0,KV Mechelen
4669,2019,2020,30/11,18:00,Club Brugge,1-0,Moeskroen
4670,2019,2020,30/11,20:00,Zulte Waregem,1-0,Eupen
4671,2019,2020,30/11,20:00,Charleroi,2-0,SK Beveren
4672,2019,2020,30/11,20:30,KRC Genk,1-2,STVV
4673,2019,2020,01/12,14:30,KV Oostende,3-2,Anderlecht
4674,2019,2020,01/12,18:00,Standard,2-1,Cercle Brugge
4675,2019,2020,01/12,20:00,KV Kortrijk,0-2,KAA Gent
4676,2019,2020,06/12,20:30,SK Beveren,0-4,Antwerp
4677,2019,2020,07/12,18:00,KV Mechelen,1-1,KV Kortrijk
4678,2019,2020,07/12,20:00,KAA Gent,2-0,Zulte Waregem
4679,2019,2020,07/12,20:00,Cercle Brugge,1-2,KRC Genk
4680,2019,2020,07/12,20:30,STVV,1-2,Club Brugge
4681,2019,2020,08/12,14:30,Moeskroen,2-2,Standard
4682,2019,2020,08/12,18:00,Anderlecht,0-0,Charleroi
4683,2019,2020,08/12,20:00,Eupen,1-0,KV Oostende
4684,2019,2020,13/12,20:30,KV Kortrijk,1-2,Moeskroen
4685,2019,2020,14/12,18:00,Antwerp,1-0,Eupen
4686,2019,2020,14/12,20:00,Zulte Waregem,5-1,STVV
4687,2019,2020,14/12,20:00,Charleroi,3-0,Cercle Brugge
4688,2019,2020,14/12,20:30,KRC Genk,4-1,SK Beveren
4689,2019,2020,15/12,14:30,Standard,1-1,Anderlecht
4690,2019,2020,15/12,18:00,Club Brugge,3-0,KV Mechelen
4691,2019,2020,15/12,20:00,KV Oostende,2-1,KAA Gent
4692,2019,2020,20/12,20:30,KV Mechelen,1-0,KV Oostende
4693,2019,2020,21/12,18:00,Moeskroen,1-1,Charleroi
4694,2019,2020,21/12,20:00,Eupen,1-2,KV Kortrijk
4695,2019,2020,21/12,20:00,Cercle Brugge,2-0,Zulte Waregem
4696,2019,2020,21/12,20:30,SK Beveren,2-1,Standard
4697,2019,2020,22/12,14:30,KAA Gent,1-1,Club Brugge
4698,2019,2020,22/12,18:00,STVV,1-1,Antwerp
4699,2019,2020,22/12,20:00,Anderlecht,2-0,KRC Genk
4700,2019,2020,26/12,14:30,KRC Genk,2-1,Eupen
4701,2019,2020,26/12,14:30,KV Kortrijk,1-0,Cercle Brugge
4702,2019,2020,26/12,14:30,Moeskroen,1-2,KV Mechelen
4703,2019,2020,26/12,14:30,SK Beveren,1-0,STVV
4704,2019,2020,26/12,18:00,Club Brugge,4-0,Zulte Waregem
4705,2019,2020,26/12,20:30,Standard,0-1,KAA Gent
4706,2019,2020,27/12,18:00,Charleroi,5-0,KV Oostende
4707,2019,2020,27/12,20:30,Antwerp,0-0,Anderlecht
4708,2019,2020,17/01,20:30,KV Mechelen,2-3,Standard
4709,2019,2020,18/01,18:00,Eupen,1-1,Charleroi
4710,2019,2020,18/01,20:00,KV Oostende,0-1,SK Beveren
4711,2019,2020,18/01,20:00,STVV,2-0,KV Kortrijk
4712,2019,2020,18/01,20:30,KAA Gent,3-1,Moeskroen
4713,2019,2020,19/01,14:30,Cercle Brugge,1-2,Antwerp
4714,2019,2020,19/01,18:00,Anderlecht,1-2,Club Brugge
4715,2019,2020,19/01,20:00,Zulte Waregem,0-3,KRC Genk
4716,2019,2020,24/01,20:30,Standard,2-1,KV Oostende
4717,2019,2020,25/01,20:00,Moeskroen,1-3,STVV
4718,2019,2020,25/01,20:00,SK Beveren,0-1,Eupen
4719,2019,2020,25/01,20:30,KAA Gent,4-1,KRC Genk
4720,2019,2020,26/01,14:30,Cercle Brugge,1-2,Anderlecht
4721,2019,2020,26/01,18:00,KV Kortrijk,2-2,Club Brugge
4722,2019,2020,26/01,20:00,Antwerp,2-1,Zulte Waregem
4723,2019,2020,29/01,20:30,Charleroi,0-0,Club Brugge
4724,2019,2020,31/01,20:30,KV Kortrijk,3-1,Standard
4725,2019,2020,01/02,18:00,KRC Genk,1-0,Charleroi
4726,2019,2020,01/02,20:00,Eupen,1-0,Cercle Brugge
4727,2019,2020,01/02,20:00,KV Oostende,1-0,STVV
4728,2019,2020,01/02,20:30,KV Mechelen,0-3,KAA Gent
4729,2019,2020,02/02,14:30,Club Brugge,1-0,Antwerp
4730,2019,2020,02/02,18:00,Anderlecht,1-0,Moeskroen
4731,2019,2020,02/02,20:00,Zulte Waregem,5-0,SK Beveren
4732,2019,2020,07/02,20:30,KAA Gent,1-1,Anderlecht
4733,2019,2020,08/02,18:00,Charleroi,4-0,Zulte Waregem
4734,2019,2020,08/02,20:00,Cercle Brugge,3-2,KV Mechelen
4735,2019,2020,08/02,20:00,STVV,5-2,Eupen
4736,2019,2020,08/02,20:30,Moeskroen,3-1,KV Oostende
4737,2019,2020,11/02,20:30,Charleroi,2-1,KV Mechelen
4738,2019,2020,12/02,20:30,Standard,0-0,Club Brugge
4739,2019,2020,12/02,20:30,SK Beveren,1-2,KV Kortrijk
4740,2019,2020,13/02,20:30,Antwerp,1-1,KRC Genk
4741,2019,2020,14/02,20:30,Eupen,2-3,KAA Gent
4742,2019,2020,15/02,18:00,Club Brugge,2-1,SK Beveren
4743,2019,2020,15/02,20:00,KV Oostende,0-3,KV Kortrijk
4744,2019,2020,15/02,20:00,STVV,0-1,Cercle Brugge
4745,2019,2020,15/02,20:30,KV Mechelen,2-0,Anderlecht
4746,2019,2020,16/02,14:30,Antwerp,1-1,Charleroi
4747,2019,2020,16/02,18:00,KRC Genk,1-3,Standard
4748,2019,2020,16/02,20:00,Zulte Waregem,1-2,Moeskroen
4749,2019,2020,21/02,20:30,KV Kortrijk,0-1,KRC Genk
4750,2019,2020,22/02,18:00,Standard,1-0,Antwerp
4751,2019,2020,22/02,20:00,Moeskroen,0-1,Cercle Brugge
4752,2019,2020,22/02,20:00,KV Oostende,1-1,Zulte Waregem
4753,2019,2020,22/02,20:30,KV Mechelen,4-0,SK Beveren
4754,2019,2020,23/02,14:30,Club Brugge,1-0,Charleroi
4755,2019,2020,23/02,18:00,Anderlecht,6-1,Eupen
4756,2019,2020,23/02,20:00,KAA Gent,4-1,STVV
4757,2019,2020,28/02,20:30,STVV,0-3,KV Mechelen
4758,2019,2020,29/02,18:00,SK Beveren,0-3,Anderlecht
4759,2019,2020,29/02,20:00,Eupen,2-1,Moeskroen
4760,2019,2020,29/02,20:00,Zulte Waregem,2-2,KV Kortrijk
4761,2019,2020,29/02,20:30,Antwerp,3-1,KV Oostende
4762,2019,2020,01/03,14:30,KRC Genk,1-2,Club Brugge
4763,2019,2020,01/03,18:00,Charleroi,2-0,Standard
4764,2019,2020,01/03,20:00,Cercle Brugge,1-0,KAA Gent
4765,2019,2020,07/03,20:00,Club Brugge,2-1,Cercle Brugge
4766,2019,2020,07/03,20:00,Anderlecht,7-0,Zulte Waregem
4767,2019,2020,07/03,20:00,Standard,0-0,STVV
4768,2019,2020,07/03,20:00,KAA Gent,1-4,Charleroi
4769,2019,2020,07/03,20:00,KV Kortrijk,0-1,Antwerp
4770,2019,2020,07/03,20:00,Moeskroen,1-0,SK Beveren
4771,2019,2020,07/03,20:00,KV Oostende,2-4,KRC Genk
4772,2019,2020,07/03,20:00,KV Mechelen,1-1,Eupen
4773,2019,2020,15/03,18:00,SK Beveren,Geannuleerd,KAA Gent
4774,2019,2020,15/03,18:00,STVV,Geannuleerd,Anderlecht
4775,2019,2020,15/03,18:00,KRC Genk,Geannuleerd,KV Mechelen
4776,2019,2020,15/03,18:00,Eupen,Geannuleerd,Club Brugge
4777,2019,2020,15/03,18:00,Zulte Waregem,Geannuleerd,Standard
4778,2019,2020,15/03,18:00,Cercle Brugge,Geannuleerd,KV Oostende
4779,2019,2020,15/03,18:00,Charleroi,Geannuleerd,KV Kortrijk
4780,2019,2020,15/03,18:00,Antwerp,Geannuleerd,Moeskroen
4781,2020,2021,08/08,16:30,Club Brugge,0-1,Charleroi
4782,2020,2021,08/08,19:00,Standard,1-0,Cercle Brugge
4783,2020,2021,08/08,19:00,Antwerp,1-1,Moeskroen
4784,2020,2021,09/08,13:30,STVV,2-1,KAA Gent
4785,2020,2021,09/08,16:00,Zulte Waregem,1-2,KRC Genk
4786,2020,2021,09/08,18:15,KV Mechelen,2-2,Anderlecht
4787,2020,2021,09/08,20:45,KV Kortrijk,1-3,SK Beveren
4788,2020,2021,10/08,19:00,OH Leuven,1-1,Eupen
4789,2020,2021,10/08,19:00,KV Oostende,1-2,Beerschot
4790,2020,2021,14/08,19:00,Moeskroen,0-1,KV Mechelen
4791,2020,2021,15/08,16:30,KRC Genk,1-1,OH Leuven
4792,2020,2021,15/08,19:00,KAA Gent,1-2,KV Kortrijk
4793,2020,2021,15/08,19:00,Charleroi,1-0,KV Oostende
4794,2020,2021,16/08,13:30,Cercle Brugge,2-1,Antwerp
4795,2020,2021,16/08,16:00,Eupen,0-4,Club Brugge
4796,2020,2021,16/08,16:00,Beerschot,3-1,Zulte Waregem
4797,2020,2021,16/08,18:15,Anderlecht,3-1,STVV
4798,2020,2021,17/08,19:00,SK Beveren,1-2,Standard
4799,2020,2021,21/08,19:00,KV Kortrijk,0-0,Eupen
4800,2020,2021,22/08,16:15,Zulte Waregem,4-1,SK Beveren
4801,2020,2021,22/08,18:30,KV Mechelen,2-3,Cercle Brugge
4802,2020,2021,22/08,18:30,OH Leuven,1-3,Charleroi
4803,2020,2021,22/08,20:45,Antwerp,1-0,KAA Gent
4804,2020,2021,23/08,13:30,Standard,0-0,KRC Genk
4805,2020,2021,23/08,16:00,Club Brugge,0-1,Beerschot
4806,2020,2021,23/08,18:15,Anderlecht,1-1,Moeskroen
4807,2020,2021,24/08,20:45,STVV,0-0,KV Oostende
4808,2020,2021,28/08,20:45,KV Oostende,2-2,Anderlecht
4809,2020,2021,29/08,16:15,Eupen,1-1,STVV
4810,2020,2021,29/08,18:30,Cercle Brugge,0-1,KV Kortrijk
4811,2020,2021,29/08,18:30,SK Beveren,1-3,OH Leuven
4812,2020,2021,29/08,20:45,Moeskroen,0-1,Zulte Waregem
4813,2020,2021,30/08,13:30,KRC Genk,1-2,Club Brugge
4814,2020,2021,30/08,16:00,Beerschot,0-3,Standard
4815,2020,2021,30/08,18:15,Charleroi,2-0,Antwerp
4816,2020,2021,30/08,20:45,KAA Gent,1-0,KV Mechelen
4817,2020,2021,11/09,20:45,Eupen,2-1,KAA Gent
4818,2020,2021,12/09,16:15,KV Mechelen,0-1,KV Oostende
4819,2020,2021,12/09,18:30,OH Leuven,1-0,Standard
4820,2020,2021,12/09,20:45,Club Brugge,4-1,SK Beveren
4821,2020,2021,13/09,13:30,Anderlecht,2-0,Cercle Brugge
4822,2020,2021,13/09,16:00,STVV,2-3,Antwerp
4823,2020,2021,13/09,18:15,Zulte Waregem,0-2,Charleroi
4824,2020,2021,13/09,20:45,KV Kortrijk,3-0,Moeskroen
4825,2020,2021,14/09,20:45,Beerschot,5-2,KRC Genk
4826,2020,2021,18/09,20:45,Charleroi,3-1,Beerschot
4827,2020,2021,19/09,16:15,KV Oostende,3-1,OH Leuven
4828,2020,2021,19/09,18:30,Moeskroen,0-1,KAA Gent
4829,2020,2021,19/09,20:45,SK Beveren,2-4,Anderlecht
4830,2020,2021,20/09,13:30,Zulte Waregem,0-6,Club Brugge
4831,2020,2021,20/09,16:00,Standard,2-1,KV Kortrijk
4832,2020,2021,20/09,18:15,KRC Genk,3-1,KV Mechelen
4833,2020,2021,20/09,20:45,Antwerp,2-2,Eupen
4834,2020,2021,21/09,20:45,Cercle Brugge,3-0,STVV
4835,2020,2021,25/09,20:45,KV Kortrijk,1-3,Antwerp
4836,2020,2021,26/09,16:15,Beerschot,3-2,SK Beveren
4837,2020,2021,26/09,18:30,KV Mechelen,2-0,STVV
4838,2020,2021,26/09,20:45,KAA Gent,2-3,OH Leuven
4839,2020,2021,27/09,13:30,Standard,2-2,Zulte Waregem
4840,2020,2021,27/09,16:00,Anderlecht,1-1,Eupen
4841,2020,2021,27/09,18:15,Club Brugge,2-1,Cercle Brugge
4842,2020,2021,27/09,20:45,Moeskroen,1-1,Charleroi
4843,2020,2021,28/09,20:45,KRC Genk,2-2,KV Oostende
4844,2020,2021,02/10,20:45,Antwerp,4-1,KV Mechelen
4845,2020,2021,03/10,16:15,SK Beveren,1-1,KRC Genk
4846,2020,2021,03/10,18:30,Eupen,1-2,Cercle Brugge
4847,2020,2021,03/10,18:30,OH Leuven,2-1,Zulte Waregem
4848,2020,2021,03/10,20:45,STVV,0-0,KV Kortrijk
4849,2020,2021,04/10,13:30,Club Brugge,3-0,Anderlecht
4850,2020,2021,04/10,16:00,KAA Gent,5-1,Beerschot
4851,2020,2021,04/10,18:15,Charleroi,1-2,Standard
4852,2020,2021,04/10,20:45,KV Oostende,3-0,Moeskroen
4853,2020,2021,17/10,16:15,Cercle Brugge,5-2,KAA Gent
4854,2020,2021,17/10,18:30,KV Mechelen,1-2,KV Kortrijk
4855,2020,2021,17/10,18:30,Beerschot,6-3,STVV
4856,2020,2021,17/10,20:45,Standard,1-1,Club Brugge
4857,2020,2021,18/10,13:30,Zulte Waregem,1-3,Antwerp
4858,2020,2021,18/10,16:00,Moeskroen,0-2,Eupen
4859,2020,2021,18/10,18:15,KRC Genk,2-1,Charleroi
4860,2020,2021,18/10,20:30,Anderlecht,2-2,OH Leuven
4861,2020,2021,23/10,20:45,KV Kortrijk,1-3,Anderlecht
4862,2020,2021,24/10,20:45,OH Leuven,2-1,Club Brugge
4863,2020,2021,25/10,13:30,Antwerp,3-2,Beerschot
4864,2020,2021,25/10,16:00,KV Oostende,3-0,Zulte Waregem
4865,2020,2021,25/10,18:15,STVV,2-0,Standard
4866,2020,2021,26/10,20:45,KAA Gent,1-2,KRC Genk
4867,2020,2021,30/10,20:45,KRC Genk,4-0,Eupen
4868,2020,2021,31/10,16:15,Beerschot,4-2,OH Leuven
4869,2020,2021,31/10,18:30,Charleroi,3-0,Cercle Brugge
4870,2020,2021,31/10,20:45,Club Brugge,2-2,KV Mechelen
4871,2020,2021,01/11,13:30,Anderlecht,1-0,Antwerp
4872,2020,2021,01/11,18:15,Standard,1-0,KV Oostende
4873,2020,2021,01/11,20:45,SK Beveren,1-4,KAA Gent
4874,2020,2021,02/11,20:45,Zulte Waregem,1-1,KV Kortrijk
4875,2020,2021,06/11,20:45,KV Mechelen,3-3,Charleroi
4876,2020,2021,07/11,16:15,KV Kortrijk,5-5,Beerschot
4877,2020,2021,07/11,18:30,Eupen,1-1,SK Beveren
4878,2020,2021,07/11,20:45,STVV,1-2,KRC Genk
4879,2020,2021,08/11,13:30,Antwerp,1-1,Standard
4880,2020,2021,08/11,16:00,KV Oostende,1-3,Club Brugge
4881,2020,2021,08/11,18:15,KAA Gent,1-1,Anderlecht
4882,2020,2021,08/11,20:45,Cercle Brugge,1-3,Zulte Waregem
4883,2020,2021,21/11,16:15,Standard,2-2,Eupen
4884,2020,2021,21/11,18:30,KV Oostende,1-1,Antwerp
4885,2020,2021,21/11,18:30,SK Beveren,0-2,Cercle Brugge
4886,2020,2021,21/11,20:45,Club Brugge,1-0,KV Kortrijk
4887,2020,2021,22/11,13:30,Beerschot,2-1,Anderlecht
4888,2020,2021,22/11,16:00,Zulte Waregem,1-2,KV Mechelen
4889,2020,2021,22/11,18:15,Charleroi,0-1,KAA Gent
4890,2020,2021,22/11,20:45,KRC Genk,4-1,Moeskroen
4891,2020,2021,23/11,20:45,OH Leuven,2-2,STVV
4892,2020,2021,24/11,17:00,SK Beveren,2-0,KV Oostende
