Seizoen,Speeldag,Match-ID,Datum,Tijdstip,Naam thuisploeg,Resultaat thuisploeg,Resultaat uitploeg,Naam uitploeg
1984-1985,34,3988232,"zaterdag,za25 mei 1985",20:00 uur,(7.)Antwerp FC,2,1,Club Brugge(2.)
1984-1985,34,3988233,"zaterdag,za25 mei 1985",20:00 uur,(15.)Lierse SK,1,1,RC Luik(3.)
1984-1985,34,3988234,"zaterdag,za25 mei 1985",20:00 uur,(12.)Cercle Brugge,0,0,VAC Beerschot(16.)
1984-1985,34,3988235,"zaterdag,za25 mei 1985",20:00 uur,(5.)KSK Beveren,3,1,KSV Waregem(4.)
1984-1985,34,3988236,"zaterdag,za25 mei 1985",20:00 uur,(8.)Standard Luik,1,0,KV Mechelen(11.)
1984-1985,34,3988237,"zaterdag,za25 mei 1985",20:00 uur,(9.)KSC Lokeren,3,4,RSC Anderlecht(1.)
1985-1986,1,3962489,"dinsdag,di13 aug. 1985",20:00 uur,(9.)Antwerp FC,4,2,KSK Beveren(5.)
1985-1986,1,3962490,"dinsdag,di13 aug. 1985",20:00 uur,(16.)RFC Seraing,2,1,KV Mechelen(11.)
1985-1986,1,3962493,"woensdag,wo14 aug. 1985",20:00 uur,(8.)KSV Waregem,0,0,RC Luik(6.)
1985-1986,1,3962494,"woensdag,wo14 aug. 1985",20:00 uur,(17.)Waterschei THOR,2,1,KV Kortrijk(15.)
1985-1986,1,3962495,"woensdag,wo14 aug. 1985",20:00 uur,(1.)RSC Anderlecht,4,0,KAA Gent(4.)
1985-1986,1,3962496,"woensdag,wo14 aug. 1985",20:00 uur,(2.)Club Brugge,0,0,R Charleroi SC(12.)
1985-1986,1,3962497,"woensdag,wo14 aug. 1985",20:00 uur,(14.)KSC Lokeren,1,1,RWD Molenbeek(13.)
1985-1986,1,3962491,"woensdag,wo14 aug. 1985",20:00 uur,(18.)Lierse SK,1,1,VAC Beerschot(7.)
1985-1986,1,3962492,"woensdag,wo14 aug. 1985",20:00 uur,(3.)Standard Luik,2,1,Cercle Brugge(10.)
1985-1986,2,3964174,"zaterdag,za17 aug. 1985",20:00 uur,(16.)KV Mechelen,0,0,Antwerp FC(2.)
1985-1986,2,3964175,"zaterdag,za17 aug. 1985",20:00 uur,(7.)VAC Beerschot,2,0,RFC Seraing(5.)
1985-1986,2,3964176,"zaterdag,za17 aug. 1985",20:00 uur,(13.)R Charleroi SC,1,1,Lierse SK(9.)
1985-1986,2,3964177,"zaterdag,za17 aug. 1985",20:00 uur,(17.)KSK Beveren,3,1,Standard Luik(4.)
1985-1986,2,3964178,"zaterdag,za17 aug. 1985",20:00 uur,(14.)Cercle Brugge,1,1,KSC Lokeren(6.)
1985-1986,2,3964179,"zondag,zo18 aug. 1985",15:00 uur,(18.)KAA Gent,2,1,Club Brugge(10.)
1985-1986,2,3964180,"zondag,zo18 aug. 1985",15:00 uur,(15.)KV Kortrijk,2,2,RSC Anderlecht(1.)
1985-1986,2,3964181,"zondag,zo18 aug. 1985",15:00 uur,(12.)RC Luik,4,1,Waterschei THOR(3.)
1985-1986,2,3964182,"zondag,zo18 aug. 1985",15:00 uur,(8.)RWD Molenbeek,0,0,KSV Waregem(11.)
1985-1986,3,3964201,"dinsdag,di20 aug. 1985",20:00 uur,(12.)RFC Seraing,0,0,Antwerp FC(3.)
1985-1986,3,3964205,"woensdag,wo21 aug. 1985",20:00 uur,(6.)KSC Lokeren,0,1,KSK Beveren(5.)
1985-1986,3,3964206,"woensdag,wo21 aug. 1985",20:00 uur,(10.)KSV Waregem,3,1,Cercle Brugge(16.)
1985-1986,3,3964207,"woensdag,wo21 aug. 1985",20:00 uur,(13.)Waterschei THOR,0,0,RWD Molenbeek(8.)
1985-1986,3,3964208,"woensdag,wo21 aug. 1985",20:00 uur,(1.)RSC Anderlecht,4,1,RC Luik(2.)
1985-1986,3,3964209,"woensdag,wo21 aug. 1985",20:00 uur,(18.)Club Brugge,3,1,KV Kortrijk(15.)
1985-1986,3,3964202,"woensdag,wo21 aug. 1985",20:00 uur,(7.)Lierse SK,0,3,KAA Gent(14.)
1985-1986,3,3964203,"woensdag,wo21 aug. 1985",20:00 uur,(4.)VAC Beerschot,2,0,R Charleroi SC(9.)
1985-1986,3,3964204,"woensdag,wo21 aug. 1985",20:00 uur,(11.)Standard Luik,0,0,KV Mechelen(17.)
1985-1986,4,3988238,"woensdag,wo28 aug. 1985",20:00 uur,(14.)KV Mechelen,0,0,KSC Lokeren(13.)
1985-1986,4,3988239,"woensdag,wo28 aug. 1985",20:00 uur,(3.)Antwerp FC,2,2,Standard Luik(10.)
1985-1986,4,3988240,"woensdag,wo28 aug. 1985",20:00 uur,(15.)R Charleroi SC,1,2,RFC Seraing(11.)
1985-1986,4,3988241,"woensdag,wo28 aug. 1985",20:00 uur,(6.)KAA Gent,0,0,VAC Beerschot(2.)
1985-1986,4,3988242,"woensdag,wo28 aug. 1985",20:00 uur,(17.)KV Kortrijk,2,2,Lierse SK(16.)
1985-1986,4,3988243,"woensdag,wo28 aug. 1985",20:00 uur,(8.)RC Luik,2,3,Club Brugge(7.)
1985-1986,4,3988244,"woensdag,wo28 aug. 1985",20:00 uur,(9.)RWD Molenbeek,1,3,RSC Anderlecht(1.)
1985-1986,4,3988245,"woensdag,wo28 aug. 1985",20:00 uur,(18.)Cercle Brugge,4,2,Waterschei THOR(12.)
1985-1986,4,3988246,"woensdag,wo28 aug. 1985",20:00 uur,(5.)KSK Beveren,2,1,KSV Waregem(4.)
1985-1986,5,3988247,"zaterdag,za31 aug. 1985",20:00 uur,(15.)Lierse SK,3,1,RC Luik(11.)
1985-1986,5,3988248,"zaterdag,za31 aug. 1985",20:00 uur,(2.)VAC Beerschot,1,0,KV Kortrijk(17.)
1985-1986,5,3988249,"zaterdag,za31 aug. 1985",20:00 uur,(18.)R Charleroi SC,2,3,KAA Gent(6.)
1985-1986,5,3988250,"zaterdag,za31 aug. 1985",20:00 uur,(12.)KSC Lokeren,2,0,Antwerp FC(5.)
1985-1986,5,3988251,"zaterdag,za31 aug. 1985",20:00 uur,(8.)KSV Waregem,3,0,KV Mechelen(13.)
1985-1986,5,3988252,"zaterdag,za31 aug. 1985",20:00 uur,(16.)Waterschei THOR,1,1,KSK Beveren(3.)
1985-1986,5,3988253,"zaterdag,za31 aug. 1985",20:00 uur,(1.)RSC Anderlecht,2,3,Cercle Brugge(10.)
1985-1986,5,3988254,"zaterdag,za31 aug. 1985",20:00 uur,(4.)Club Brugge,4,1,RWD Molenbeek(14.)
1985-1986,5,3988255,"zaterdag,za31 aug. 1985",20:00 uur,(7.)RFC Seraing,0,0,Standard Luik(9.)
1985-1986,6,3988262,"woensdag,wo4 sep. 1985",20:00 uur,(4.)KSK Beveren,1,1,RSC Anderlecht(2.)
1985-1986,6,3988256,"woensdag,wo4 sep. 1985",20:00 uur,(15.)KV Mechelen,2,2,Waterschei THOR(13.)
1985-1986,6,3988257,"woensdag,wo4 sep. 1985",20:00 uur,(12.)Standard Luik,2,2,KSC Lokeren(8.)
1985-1986,6,3988258,"woensdag,wo4 sep. 1985",20:00 uur,(5.)KAA Gent,0,0,RFC Seraing(7.)
1985-1986,6,3988259,"woensdag,wo4 sep. 1985",20:00 uur,(17.)KV Kortrijk,1,0,R Charleroi SC(18.)
1985-1986,6,3988260,"woensdag,wo4 sep. 1985",20:00 uur,(16.)RWD Molenbeek,0,1,Lierse SK(11.)
1985-1986,6,3988261,"woensdag,wo4 sep. 1985",20:00 uur,(9.)Cercle Brugge,0,1,Club Brugge(3.)
1985-1986,6,3988263,"donderdag,do5 sep. 1985",20:00 uur,(10.)Antwerp FC,0,4,KSV Waregem(6.)
1985-1986,6,3988264,"donderdag,do5 sep. 1985",20:00 uur,(14.)RC Luik,3,0,VAC Beerschot(1.)
1985-1986,7,3988265,"zaterdag,za14 sep. 1985",20:00 uur,(7.)Lierse SK,1,0,Cercle Brugge(12.)
1985-1986,7,3988266,"zaterdag,za14 sep. 1985",20:00 uur,(5.)VAC Beerschot,1,1,RWD Molenbeek(17.)
1985-1986,7,3988267,"zaterdag,za14 sep. 1985",20:00 uur,(18.)R Charleroi SC,2,1,RC Luik(11.)
1985-1986,7,3988268,"zaterdag,za14 sep. 1985",20:00 uur,(3.)KSV Waregem,0,1,Standard Luik(10.)
1985-1986,7,3988269,"zaterdag,za14 sep. 1985",20:00 uur,(13.)Waterschei THOR,2,1,Antwerp FC(14.)
1985-1986,7,3988270,"zaterdag,za14 sep. 1985",20:00 uur,(2.)RSC Anderlecht,3,1,KV Mechelen(16.)
1985-1986,7,3988271,"zaterdag,za14 sep. 1985",20:00 uur,(8.)RFC Seraing,1,2,KSC Lokeren(9.)
1985-1986,7,3988272,"zondag,zo15 sep. 1985",15:00 uur,(6.)KAA Gent,3,0,KV Kortrijk(15.)
1985-1986,7,3988273,"zondag,zo15 sep. 1985",15:00 uur,(1.)Club Brugge,6,3,KSK Beveren(4.)
1985-1986,8,3988274,"zaterdag,za21 sep. 1985",20:00 uur,(8.)Standard Luik,1,0,Waterschei THOR(11.)
1985-1986,8,3988275,"zaterdag,za21 sep. 1985",20:00 uur,(9.)KSK Beveren,2,0,Lierse SK(5.)
1985-1986,8,3988276,"zondag,zo22 sep. 1985",15:00 uur,(17.)KV Mechelen,0,5,Club Brugge(1.)
1985-1986,8,3988277,"zondag,zo22 sep. 1985",15:00 uur,(14.)Antwerp FC,0,0,RSC Anderlecht(2.)
1985-1986,8,3988278,"zondag,zo22 sep. 1985",15:00 uur,(7.)KSC Lokeren,0,3,KSV Waregem(6.)
1985-1986,8,3988279,"zondag,zo22 sep. 1985",15:00 uur,(16.)KV Kortrijk,1,1,RFC Seraing(10.)
1985-1986,8,3988280,"zondag,zo22 sep. 1985",15:00 uur,(12.)RC Luik,1,0,KAA Gent(3.)
1985-1986,8,3988281,"zondag,zo22 sep. 1985",15:00 uur,(18.)RWD Molenbeek,4,2,R Charleroi SC(15.)
1985-1986,8,3988282,"zondag,zo22 sep. 1985",15:00 uur,(13.)Cercle Brugge,3,2,VAC Beerschot(4.)
1985-1986,9,3988285,"zaterdag,za28 sep. 1985",20:00 uur,(17.)R Charleroi SC,0,1,Cercle Brugge(12.)
1985-1986,9,3988286,"zaterdag,za28 sep. 1985",20:00 uur,(4.)KAA Gent,4,0,RWD Molenbeek(14.)
1985-1986,9,3988287,"zaterdag,za28 sep. 1985",20:00 uur,(13.)Waterschei THOR,1,4,KSC Lokeren(9.)
1985-1986,9,3988288,"zaterdag,za28 sep. 1985",20:00 uur,(2.)RSC Anderlecht,1,0,Standard Luik(6.)
1985-1986,9,3988289,"zaterdag,za28 sep. 1985",20:00 uur,(1.)Club Brugge,2,0,Antwerp FC(15.)
1985-1986,9,3988290,"zaterdag,za28 sep. 1985",20:00 uur,(10.)RFC Seraing,1,1,KSV Waregem(3.)
1985-1986,9,3988283,"zaterdag,za28 sep. 1985",20:00 uur,(8.)Lierse SK,0,0,KV Mechelen(18.)
1985-1986,9,3988284,"zaterdag,za28 sep. 1985",20:00 uur,(7.)VAC Beerschot,3,1,KSK Beveren(5.)
1985-1986,9,3988291,"zondag,zo29 sep. 1985",15:00 uur,(16.)KV Kortrijk,0,1,RC Luik(11.)
1985-1986,10,3988292,"zaterdag,za5 okt. 1985",20:00 uur,(7.)Standard Luik,3,1,Club Brugge(1.)
1985-1986,10,3988293,"zaterdag,za5 okt. 1985",20:00 uur,(8.)KSK Beveren,2,0,R Charleroi SC(18.)
1985-1986,10,3988294,"zaterdag,za5 okt. 1985",20:00 uur,(17.)KV Mechelen,1,1,VAC Beerschot(5.)
1985-1986,10,3988295,"zondag,zo6 okt. 1985",15:00 uur,(6.)KSC Lokeren,3,5,RSC Anderlecht(2.)
1985-1986,10,3988296,"zondag,zo6 okt. 1985",15:00 uur,(4.)KSV Waregem,5,0,Waterschei THOR(13.)
1985-1986,10,3988297,"zondag,zo6 okt. 1985",15:00 uur,(10.)RC Luik,1,0,RFC Seraing(12.)
1985-1986,10,3988298,"zondag,zo6 okt. 1985",15:00 uur,(15.)RWD Molenbeek,0,0,KV Kortrijk(16.)
1985-1986,10,3988299,"zondag,zo6 okt. 1985",15:00 uur,(11.)Cercle Brugge,0,3,KAA Gent(3.)
1985-1986,10,3988300,"zondag,zo6 okt. 1985",15:00 uur,(14.)Antwerp FC,2,0,Lierse SK(9.)
1985-1986,11,3988332,"woensdag,wo13 nov. 1985",20:00 uur,(1.)Club Brugge,3,0,KSV Waregem(4.)
1985-1986,11,3988333,"woensdag,wo13 nov. 1985",20:00 uur,(8.)RC Luik,0,0,Cercle Brugge(12.)
1985-1986,11,3988334,"woensdag,wo13 nov. 1985",20:00 uur,(16.)KV Kortrijk,0,2,KSK Beveren(7.)
1985-1986,11,3988328,"woensdag,wo13 nov. 1985",20:00 uur,(3.)KAA Gent,0,2,KV Mechelen(17.)
1985-1986,11,3988329,"woensdag,wo13 nov. 1985",20:00 uur,(18.)R Charleroi SC,4,1,Antwerp FC(13.)
1985-1986,11,3988330,"woensdag,wo13 nov. 1985",20:00 uur,(5.)VAC Beerschot,4,3,Standard Luik(6.)
1985-1986,11,3988331,"woensdag,wo13 nov. 1985",20:00 uur,(10.)Lierse SK,5,0,KSC Lokeren(9.)
1985-1986,11,3988335,"donderdag,do14 nov. 1985",19:30 uur,(11.)RFC Seraing,0,1,RWD Molenbeek(14.)
1985-1986,11,3988344,"dinsdag,di26 nov. 1985",20:00 uur,(2.)RSC Anderlecht,4,1,Waterschei THOR(15.)
1985-1986,12,3988301,"zaterdag,za19 okt. 1985",20:00 uur,(9.)Standard Luik,2,1,Lierse SK(8.)
1985-1986,12,3988302,"zaterdag,za19 okt. 1985",20:00 uur,(15.)KV Mechelen,4,2,R Charleroi SC(17.)
1985-1986,12,3988303,"zaterdag,za19 okt. 1985",20:00 uur,(5.)KSK Beveren,0,3,KAA Gent(3.)
1985-1986,12,3988304,"zaterdag,za19 okt. 1985",20:00 uur,(13.)RWD Molenbeek,1,4,RC Luik(7.)
1985-1986,12,3988305,"zaterdag,za19 okt. 1985",20:00 uur,(16.)Waterschei THOR,0,1,RFC Seraing(12.)
1985-1986,12,3988309,"zondag,zo20 okt. 1985",15:00 uur,(11.)KSC Lokeren,0,2,Club Brugge(1.)
1985-1986,12,3988306,"zondag,zo20 okt. 1985",15:00 uur,(14.)Antwerp FC,2,2,VAC Beerschot(4.)
1985-1986,12,3988307,"zondag,zo20 okt. 1985",15:00 uur,(10.)Cercle Brugge,4,1,KV Kortrijk(18.)
1985-1986,12,3988308,"zondag,zo20 okt. 1985",15:00 uur,(6.)KSV Waregem,0,1,RSC Anderlecht(2.)
1985-1986,13,3988310,"zaterdag,za26 okt. 1985",20:00 uur,(4.)VAC Beerschot,3,0,KSC Lokeren(12.)
1985-1986,13,3988311,"zaterdag,za26 okt. 1985",20:00 uur,(17.)R Charleroi SC,2,1,Standard Luik(6.)
1985-1986,13,3988312,"zaterdag,za26 okt. 1985",20:00 uur,(3.)KAA Gent,1,0,Antwerp FC(14.)
1985-1986,13,3988313,"zondag,zo27 okt. 1985",15:00 uur,(9.)Lierse SK,0,0,KSV Waregem(8.)
1985-1986,13,3988314,"zondag,zo27 okt. 1985",15:00 uur,(18.)KV Kortrijk,2,2,KV Mechelen(13.)
1985-1986,13,3988315,"zondag,zo27 okt. 1985",15:00 uur,(5.)RC Luik,3,1,KSK Beveren(7.)
1985-1986,13,3988316,"zondag,zo27 okt. 1985",15:00 uur,(15.)RWD Molenbeek,2,4,Cercle Brugge(10.)
1985-1986,13,3988317,"zondag,zo27 okt. 1985",15:00 uur,(1.)Club Brugge,3,0,Waterschei THOR(16.)
1985-1986,13,3988318,"zondag,zo27 okt. 1985",19:30 uur,(11.)RFC Seraing,2,1,RSC Anderlecht(2.)
1985-1986,14,3988320,"zaterdag,za9 nov. 1985",19:30 uur,(8.)Standard Luik,0,0,KAA Gent(3.)
1985-1986,14,3988319,"zaterdag,za9 nov. 1985",20:00 uur,(12.)KV Mechelen,1,0,RC Luik(5.)
1985-1986,14,3988321,"zaterdag,za9 nov. 1985",20:00 uur,(18.)Waterschei THOR,1,0,Lierse SK(10.)
1985-1986,14,3988322,"zaterdag,za9 nov. 1985",20:00 uur,(2.)RSC Anderlecht,0,0,Club Brugge(1.)
1985-1986,14,3988323,"zondag,zo10 nov. 1985",15:00 uur,(14.)Antwerp FC,1,0,KV Kortrijk(17.)
1985-1986,14,3988324,"zondag,zo10 nov. 1985",15:00 uur,(13.)KSC Lokeren,0,1,R Charleroi SC(16.)
1985-1986,14,3988325,"zondag,zo10 nov. 1985",15:00 uur,(6.)KSV Waregem,5,1,VAC Beerschot(4.)
1985-1986,14,3988326,"zondag,zo10 nov. 1985",15:00 uur,(7.)Cercle Brugge,1,1,RFC Seraing(11.)
1985-1986,14,3988327,"zondag,zo10 nov. 1985",15:00 uur,(9.)KSK Beveren,4,1,RWD Molenbeek(15.)
1985-1986,15,3988382,"zaterdag,za4 jan. 1986",20:00 uur,(4.)VAC Beerschot,3,1,Waterschei THOR(17.)
1985-1986,15,3988383,"zaterdag,za4 jan. 1986",20:00 uur,(14.)R Charleroi SC,0,1,KSV Waregem(5.)
1985-1986,15,3988384,"zondag,zo5 jan. 1986",15:00 uur,(10.)RFC Seraing,1,2,Club Brugge(1.)
1985-1986,15,3988429,"woensdag,wo12 feb. 1986",20:00 uur,(11.)Lierse SK,0,5,RSC Anderlecht(2.)
1985-1986,15,3988430,"woensdag,wo12 feb. 1986",20:00 uur,(18.)KV Kortrijk,2,1,Standard Luik(9.)
1985-1986,15,3988431,"woensdag,wo12 feb. 1986",20:00 uur,(16.)RWD Molenbeek,3,1,KV Mechelen(12.)
1985-1986,15,3988449,"zaterdag,za1 mrt. 1986",20:00 uur,(3.)KAA Gent,2,1,KSC Lokeren(15.)
1985-1986,15,3988450,"zaterdag,za1 mrt. 1986",20:00 uur,(6.)RC Luik,2,3,Antwerp FC(13.)
1985-1986,15,3988461,"woensdag,wo12 mrt. 1986",20:00 uur,(8.)Cercle Brugge,1,0,KSK Beveren(7.)
1985-1986,16,3988336,"zaterdag,za23 nov. 1985",20:00 uur,(13.)KV Mechelen,2,2,Cercle Brugge(6.)
1985-1986,16,3988337,"zaterdag,za23 nov. 1985",20:00 uur,(2.)RSC Anderlecht,1,1,VAC Beerschot(4.)
1985-1986,16,3988338,"zaterdag,za23 nov. 1985",20:00 uur,(10.)RFC Seraing,0,2,KSK Beveren(8.)
1985-1986,16,3988339,"zondag,zo24 nov. 1985",15:00 uur,(12.)Antwerp FC,1,0,RWD Molenbeek(14.)
1985-1986,16,3988340,"zondag,zo24 nov. 1985",15:00 uur,(9.)Standard Luik,4,0,RC Luik(7.)
1985-1986,16,3988341,"zondag,zo24 nov. 1985",15:00 uur,(16.)KSC Lokeren,2,0,KV Kortrijk(17.)
1985-1986,16,3988342,"zondag,zo24 nov. 1985",15:00 uur,(5.)KSV Waregem,3,2,KAA Gent(3.)
1985-1986,16,3988343,"zondag,zo24 nov. 1985",15:00 uur,(1.)Club Brugge,3,2,Lierse SK(11.)
1985-1986,16,3988354,"woensdag,wo4 dec. 1985",20:00 uur,(18.)Waterschei THOR,1,1,R Charleroi SC(15.)
1985-1986,17,3988345,"zaterdag,za30 nov. 1985",20:00 uur,(5.)VAC Beerschot,0,2,Club Brugge(1.)
1985-1986,17,3988346,"zaterdag,za30 nov. 1985",20:00 uur,(15.)R Charleroi SC,2,6,RSC Anderlecht(2.)
1985-1986,17,3988347,"zondag,zo1 dec. 1985",15:00 uur,(13.)Lierse SK,1,1,RFC Seraing(11.)
1985-1986,17,3988348,"zondag,zo1 dec. 1985",15:00 uur,(3.)KAA Gent,2,0,Waterschei THOR(17.)
1985-1986,17,3988349,"zondag,zo1 dec. 1985",15:00 uur,(18.)KV Kortrijk,2,1,KSV Waregem(4.)
1985-1986,17,3988350,"zondag,zo1 dec. 1985",15:00 uur,(9.)RC Luik,3,2,KSC Lokeren(14.)
1985-1986,17,3988351,"zondag,zo1 dec. 1985",15:00 uur,(16.)RWD Molenbeek,0,0,Standard Luik(8.)
1985-1986,17,3988352,"zondag,zo1 dec. 1985",15:00 uur,(6.)Cercle Brugge,0,1,Antwerp FC(10.)
1985-1986,17,3988353,"zondag,zo1 dec. 1985",15:00 uur,(7.)KSK Beveren,2,0,KV Mechelen(12.)
1985-1986,18,3988355,"zaterdag,za7 dec. 1985",20:00 uur,(11.)RFC Seraing,0,0,VAC Beerschot(6.)
1985-1986,18,3988356,"zaterdag,za7 dec. 1985",20:00 uur,(2.)RSC Anderlecht,2,1,KV Kortrijk(17.)
1985-1986,18,3988357,"zaterdag,za7 dec. 1985",20:00 uur,(18.)Waterschei THOR,0,0,RC Luik(8.)
1985-1986,18,3988358,"zaterdag,za7 dec. 1985",20:00 uur,(4.)KSV Waregem,1,0,RWD Molenbeek(15.)
1985-1986,18,3988359,"zondag,zo8 dec. 1985",15:00 uur,(10.)Antwerp FC,1,1,KV Mechelen(13.)
1985-1986,18,3988360,"zondag,zo8 dec. 1985",15:00 uur,(12.)Lierse SK,0,3,R Charleroi SC(16.)
1985-1986,18,3988361,"zondag,zo8 dec. 1985",15:00 uur,(1.)Club Brugge,1,1,KAA Gent(3.)
1985-1986,18,3988362,"zondag,zo8 dec. 1985",15:00 uur,(14.)KSC Lokeren,2,1,Cercle Brugge(9.)
1985-1986,18,3988363,"zondag,zo8 dec. 1985",15:00 uur,(7.)Standard Luik,0,1,KSK Beveren(5.)
1985-1986,19,3988364,"zaterdag,za14 dec. 1985",20:00 uur,(6.)VAC Beerschot,4,1,Lierse SK(13.)
1985-1986,19,3988365,"zaterdag,za14 dec. 1985",20:00 uur,(15.)R Charleroi SC,1,2,Club Brugge(1.)
1985-1986,19,3988366,"zaterdag,za14 dec. 1985",20:00 uur,(12.)KV Mechelen,1,0,RFC Seraing(11.)
1985-1986,19,3988367,"zondag,zo15 dec. 1985",15:00 uur,(5.)KSK Beveren,1,1,Antwerp FC(10.)
1985-1986,19,3988368,"zondag,zo15 dec. 1985",15:00 uur,(9.)Cercle Brugge,2,2,Standard Luik(8.)
1985-1986,19,3988369,"zondag,zo15 dec. 1985",15:00 uur,(17.)KV Kortrijk,3,1,Waterschei THOR(18.)
1985-1986,19,3988370,"zondag,zo15 dec. 1985",15:00 uur,(3.)KAA Gent,2,3,RSC Anderlecht(2.)
1985-1986,19,3988371,"zondag,zo15 dec. 1985",15:00 uur,(7.)RC Luik,1,0,KSV Waregem(4.)
1985-1986,19,3988372,"zondag,zo15 dec. 1985",15:00 uur,(16.)RWD Molenbeek,1,2,KSC Lokeren(14.)
1985-1986,20,3988373,"zaterdag,za21 dec. 1985",20:00 uur,(15.)R Charleroi SC,0,1,VAC Beerschot(4.)
1985-1986,20,3988374,"zaterdag,za21 dec. 1985",20:00 uur,(11.)KV Mechelen,0,0,Standard Luik(8.)
1985-1986,20,3988375,"zondag,zo22 dec. 1985",15:00 uur,(3.)KAA Gent,3,0,Lierse SK(14.)
1985-1986,20,3988376,"zondag,zo22 dec. 1985",15:00 uur,(5.)KSK Beveren,2,2,KSC Lokeren(13.)
1985-1986,20,3988377,"zondag,zo22 dec. 1985",15:00 uur,(9.)Cercle Brugge,7,2,KSV Waregem(6.)
1985-1986,20,3988378,"zondag,zo22 dec. 1985",15:00 uur,(17.)RWD Molenbeek,0,0,Waterschei THOR(18.)
1985-1986,20,3988379,"zondag,zo22 dec. 1985",15:00 uur,(7.)RC Luik,0,0,RSC Anderlecht(2.)
1985-1986,20,3988380,"zondag,zo22 dec. 1985",15:00 uur,(16.)KV Kortrijk,0,1,Club Brugge(1.)
1985-1986,20,3988381,"zondag,zo22 dec. 1985",15:00 uur,(10.)Antwerp FC,3,1,RFC Seraing(12.)
1985-1986,21,3988385,"zaterdag,za11 jan. 1986",20:00 uur,(13.)RFC Seraing,0,1,R Charleroi SC(15.)
1985-1986,21,3988386,"zaterdag,za11 jan. 1986",20:00 uur,(14.)Lierse SK,0,1,KV Kortrijk(16.)
1985-1986,21,3988387,"zaterdag,za11 jan. 1986",20:00 uur,(2.)RSC Anderlecht,7,0,RWD Molenbeek(17.)
1985-1986,21,3988388,"zaterdag,za11 jan. 1986",20:00 uur,(18.)Waterschei THOR,2,1,Cercle Brugge(8.)
1985-1986,21,3988389,"zondag,zo12 jan. 1986",15:00 uur,(12.)KSC Lokeren,2,1,KV Mechelen(11.)
1985-1986,21,3988390,"zondag,zo12 jan. 1986",15:00 uur,(10.)Standard Luik,2,0,Antwerp FC(9.)
1985-1986,21,3988391,"zondag,zo12 jan. 1986",15:00 uur,(1.)Club Brugge,3,1,RC Luik(7.)
1985-1986,21,3988392,"zondag,zo12 jan. 1986",15:00 uur,(6.)KSV Waregem,1,0,KSK Beveren(5.)
1985-1986,21,3988402,"woensdag,wo22 jan. 1986",20:00 uur,(4.)VAC Beerschot,1,1,KAA Gent(3.)
1985-1986,22,3988393,"zaterdag,za18 jan. 1986",20:00 uur,(8.)RC Luik,5,2,Lierse SK(16.)
1985-1986,22,3988394,"zaterdag,za18 jan. 1986",20:00 uur,(12.)KV Mechelen,2,0,KSV Waregem(5.)
1985-1986,22,3988395,"zondag,zo19 jan. 1986",15:00 uur,(15.)KV Kortrijk,4,1,VAC Beerschot(4.)
1985-1986,22,3988396,"zondag,zo19 jan. 1986",15:00 uur,(3.)KAA Gent,3,1,R Charleroi SC(14.)
1985-1986,22,3988397,"zondag,zo19 jan. 1986",15:00 uur,(10.)Antwerp FC,1,1,KSC Lokeren(11.)
1985-1986,22,3988398,"zondag,zo19 jan. 1986",15:00 uur,(6.)KSK Beveren,1,1,Waterschei THOR(17.)
1985-1986,22,3988399,"zondag,zo19 jan. 1986",15:00 uur,(9.)Cercle Brugge,1,1,RSC Anderlecht(2.)
1985-1986,22,3988400,"zondag,zo19 jan. 1986",15:00 uur,(18.)RWD Molenbeek,1,0,Club Brugge(1.)
1985-1986,22,3988401,"zondag,zo19 jan. 1986",15:00 uur,(7.)Standard Luik,3,0,RFC Seraing(13.)
1985-1986,23,3988403,"zaterdag,za25 jan. 1986",20:00 uur,(17.)Waterschei THOR,0,0,KV Mechelen(12.)
1985-1986,23,3988404,"zaterdag,za25 jan. 1986",20:00 uur,(14.)RFC Seraing,1,1,KAA Gent(3.)
1985-1986,23,3988405,"zaterdag,za25 jan. 1986",20:00 uur,(18.)Lierse SK,1,3,RWD Molenbeek(16.)
1985-1986,23,3988406,"zaterdag,za25 jan. 1986",20:00 uur,(2.)RSC Anderlecht,1,0,KSK Beveren(5.)
1985-1986,23,3988407,"zondag,zo26 jan. 1986",15:00 uur,(6.)KSV Waregem,3,0,Antwerp FC(10.)
1985-1986,23,3988408,"zondag,zo26 jan. 1986",15:00 uur,(11.)KSC Lokeren,1,4,Standard Luik(7.)
1985-1986,23,3988409,"zondag,zo26 jan. 1986",15:00 uur,(1.)Club Brugge,3,1,Cercle Brugge(9.)
1985-1986,23,3988410,"woensdag,wo29 jan. 1986",20:00 uur,(15.)R Charleroi SC,2,1,KV Kortrijk(13.)
1985-1986,23,3988448,"woensdag,wo26 feb. 1986",20:00 uur,(4.)VAC Beerschot,0,0,RC Luik(8.)
1985-1986,24,3988411,"zaterdag,za1 feb. 1986",20:00 uur,(6.)Standard Luik,1,1,KSV Waregem(5.)
1985-1986,24,3988413,"zondag,zo2 feb. 1986",15:00 uur,(16.)RWD Molenbeek,1,1,VAC Beerschot(4.)
1985-1986,24,3988414,"zondag,zo2 feb. 1986",15:00 uur,(7.)RC Luik,3,1,R Charleroi SC(13.)
1985-1986,24,3988415,"zondag,zo2 feb. 1986",15:00 uur,(14.)KV Kortrijk,4,0,KAA Gent(3.)
