Seizoen,Speeldag,Match-ID,Datum,Tijdstip,Naam thuisploeg,Resultaat thuisploeg,Resultaat uitploeg,Naam uitploeg
1974-1975,29,,"zondag,zo23 mrt. 1975",15:00 uur,(9.)Cercle Brugge,4,1,SK Beveren-Waes(10.)
1974-1975,29,,"zondag,zo23 mrt. 1975",15:00 uur,(15.)RFC Luik,0,1,Club Brugge(3.)
1974-1975,29,,"zondag,zo23 mrt. 1975",15:00 uur,(19.)KFC Diest,1,0,KFC Winterslag(20.)
1974-1975,29,,"zondag,zo23 mrt. 1975",15:00 uur,(8.)KSC Lokeren,1,1,RWD Molenbeek(1.)
1974-1975,30,,"vrijdag,vr28 mrt. 1975",19:30 uur,(10.)R Charleroi SC,1,1,RFC Luik(15.)
1974-1975,30,,"vrijdag,vr28 mrt. 1975",20:00 uur,(5.)Standard Luik,5,2,AS Oostende KM(18.)
1974-1975,30,,"vrijdag,vr28 mrt. 1975",20:00 uur,(6.)Beerschot VAV,2,0,KFC Diest(19.)
1974-1975,30,,"zaterdag,za29 mrt. 1975",20:00 uur,(20.)KFC Winterslag,0,2,RSC Anderlecht(2.)
1974-1975,30,4011858,"zaterdag,za29 mrt. 1975",20:00 uur,(1.)RWD Molenbeek,2,0,Antwerp FC(4.)
1974-1975,30,,"zaterdag,za29 mrt. 1975",20:00 uur,(17.)KV Mechelen,2,0,KSC Lokeren(8.)
1974-1975,30,,"zaterdag,za29 mrt. 1975",20:30 uur,(3.)Club Brugge,2,0,Cercle Brugge(9.)
1974-1975,30,,"zondag,zo30 mrt. 1975",15:00 uur,(14.)Berchem Sport,0,1,Lierse SK(7.)
1974-1975,30,,"zondag,zo30 mrt. 1975",15:00 uur,(12.)Beringen FC,0,1,KSV Waregem(11.)
1974-1975,30,,"zondag,zo30 mrt. 1975",15:00 uur,(13.)SK Beveren-Waes,2,0,Mont.-sur-Sambre(16.)
1974-1975,31,,"woensdag,wo26 mrt. 1975",20:00 uur,(15.)Berchem Sport,0,0,SK Beveren-Waes(11.)
1974-1975,31,,"woensdag,wo2 apr. 1975",19:30 uur,(8.)KSC Lokeren,3,1,KSV Waregem(10.)
1974-1975,31,,"woensdag,wo2 apr. 1975",20:00 uur,(1.)RWD Molenbeek,3,2,Standard Luik(4.)
1974-1975,31,4011865,"woensdag,wo2 apr. 1975",20:00 uur,(6.)Beerschot VAV,0,1,Antwerp FC(5.)
1974-1975,31,,"woensdag,wo2 apr. 1975",20:00 uur,(3.)Club Brugge,2,2,Beringen FC(13.)
1974-1975,31,,"woensdag,wo2 apr. 1975",20:00 uur,(19.)KFC Diest,2,3,Cercle Brugge(9.)
1974-1975,31,,"dinsdag,di8 apr. 1975",19:30 uur,(12.)R Charleroi SC,0,0,Lierse SK(7.)
1974-1975,31,,"dinsdag,di8 apr. 1975",19:30 uur,(20.)KFC Winterslag,1,1,AS Oostende KM(18.)
1974-1975,31,,"dinsdag,di8 apr. 1975",20:00 uur,(14.)RFC Luik,1,0,RSC Anderlecht(2.)
1974-1975,31,,"dinsdag,di8 apr. 1975",20:00 uur,(16.)KV Mechelen,3,0,Mont.-sur-Sambre(17.)
1974-1975,32,,"zaterdag,za5 apr. 1975",19:30 uur,(17.)Mont.-sur-Sambre,0,1,Standard Luik(5.)
1974-1975,32,,"zaterdag,za5 apr. 1975",20:00 uur,(2.)RSC Anderlecht,1,0,Club Brugge(3.)
1974-1975,32,,"zaterdag,za5 apr. 1975",20:00 uur,(7.)Lierse SK,1,0,SK Beveren-Waes(10.)
1974-1975,32,,"zondag,zo6 apr. 1975",15:00 uur,(18.)AS Oostende KM,2,1,Beringen FC(14.)
1974-1975,32,,"zondag,zo6 apr. 1975",15:00 uur,(9.)Cercle Brugge,1,0,RWD Molenbeek(1.)
1974-1975,32,,"zondag,zo6 apr. 1975",15:00 uur,(19.)KFC Diest,4,1,R Charleroi SC(11.)
1974-1975,32,,"zondag,zo6 apr. 1975",15:00 uur,(13.)RFC Luik,3,2,KV Mechelen(16.)
1974-1975,32,,"zondag,zo6 apr. 1975",15:00 uur,(8.)KSC Lokeren,0,2,KFC Winterslag(20.)
1974-1975,32,4011878,"dinsdag,di8 apr. 1975",20:00 uur,(4.)Antwerp FC,4,0,Berchem Sport(15.)
1974-1975,32,,"dinsdag,di22 apr. 1975",20:00 uur,(12.)KSV Waregem,1,1,Beerschot VAV(6.)
1974-1975,33,,"zaterdag,za12 apr. 1975",19:30 uur,(13.)R Charleroi SC,0,1,KSC Lokeren(8.)
1974-1975,33,,"zaterdag,za12 apr. 1975",20:00 uur,(11.)SK Beveren-Waes,1,1,AS Oostende KM(17.)
1974-1975,33,,"zaterdag,za12 apr. 1975",20:00 uur,(20.)KFC Winterslag,1,0,Cercle Brugge(9.)
1974-1975,33,,"zaterdag,za12 apr. 1975",20:00 uur,(1.)RWD Molenbeek,2,1,Lierse SK(6.)
1974-1975,33,,"zondag,zo13 apr. 1975",15:00 uur,(5.)Standard Luik,4,1,Beringen FC(14.)
1974-1975,33,,"zondag,zo13 apr. 1975",15:00 uur,(16.)KV Mechelen,0,4,RSC Anderlecht(2.)
1974-1975,33,4011888,"zondag,zo13 apr. 1975",15:00 uur,(3.)Club Brugge,0,0,Antwerp FC(4.)
1974-1975,33,,"zondag,zo13 apr. 1975",15:00 uur,(7.)Beerschot VAV,4,2,RFC Luik(10.)
1974-1975,33,,"zondag,zo13 apr. 1975",15:00 uur,(15.)Berchem Sport,3,0,Mont.-sur-Sambre(19.)
1974-1975,33,,"zondag,zo13 apr. 1975",15:00 uur,(18.)KFC Diest,0,2,KSV Waregem(12.)
1974-1975,34,,"woensdag,wo16 apr. 1975",19:30 uur,(2.)RSC Anderlecht,3,2,KFC Diest(18.)
1974-1975,34,,"woensdag,wo16 apr. 1975",19:30 uur,(8.)KSC Lokeren,2,3,RFC Luik(12.)
1974-1975,34,,"woensdag,wo16 apr. 1975",19:30 uur,(19.)Mont.-sur-Sambre,0,1,KFC Winterslag(20.)
1974-1975,34,,"woensdag,wo16 apr. 1975",20:00 uur,(5.)Standard Luik,1,1,Berchem Sport(14.)
1974-1975,34,4011894,"woensdag,wo16 apr. 1975",20:00 uur,(4.)Antwerp FC,3,1,R Charleroi SC(13.)
1974-1975,34,,"woensdag,wo16 apr. 1975",20:00 uur,(9.)Cercle Brugge,0,2,Beerschot VAV(6.)
1974-1975,34,,"woensdag,wo16 apr. 1975",20:00 uur,(15.)Beringen FC,0,0,RWD Molenbeek(1.)
1974-1975,34,,"woensdag,wo16 apr. 1975",20:00 uur,(10.)KSV Waregem,6,0,SK Beveren-Waes(11.)
1974-1975,34,,"woensdag,wo16 apr. 1975",20:00 uur,(17.)AS Oostende KM,1,4,Club Brugge(3.)
1974-1975,34,,"woensdag,wo16 apr. 1975",20:00 uur,(7.)Lierse SK,0,1,KV Mechelen(16.)
1974-1975,35,,"zaterdag,za19 apr. 1975",19:30 uur,(19.)Mont.-sur-Sambre,2,4,RWD Molenbeek(1.)
1974-1975,35,,"zaterdag,za19 apr. 1975",20:00 uur,(2.)RSC Anderlecht,2,2,R Charleroi SC(14.)
1974-1975,35,,"zaterdag,za19 apr. 1975",20:00 uur,(7.)Lierse SK,4,4,Club Brugge(3.)
1974-1975,35,,"zondag,zo20 apr. 1975",15:00 uur,(9.)KSV Waregem,4,0,Standard Luik(5.)
1974-1975,35,4011906,"zondag,zo20 apr. 1975",15:00 uur,(4.)Antwerp FC,4,0,KFC Winterslag(20.)
1974-1975,35,,"zondag,zo20 apr. 1975",15:00 uur,(8.)KSC Lokeren,1,1,Beerschot VAV(6.)
1974-1975,35,,"zondag,zo20 apr. 1975",15:00 uur,(17.)AS Oostende KM,2,1,Berchem Sport(13.)
1974-1975,35,,"zondag,zo20 apr. 1975",15:00 uur,(15.)Beringen FC,2,0,SK Beveren-Waes(12.)
1974-1975,35,,"zondag,zo20 apr. 1975",15:00 uur,(10.)Cercle Brugge,0,0,KV Mechelen(16.)
1974-1975,35,,"zondag,zo20 apr. 1975",15:00 uur,(11.)RFC Luik,3,2,KFC Diest(18.)
1974-1975,36,,"zaterdag,za26 apr. 1975",19:30 uur,(14.)R Charleroi SC,1,2,Cercle Brugge(10.)
1974-1975,36,,"zaterdag,za26 apr. 1975",20:00 uur,(20.)KFC Winterslag,3,0,Lierse SK(7.)
1974-1975,36,,"zondag,zo27 apr. 1975",15:00 uur,(13.)SK Beveren-Waes,2,1,Standard Luik(5.)
1974-1975,36,,"zondag,zo27 apr. 1975",15:00 uur,(6.)Beerschot VAV,1,1,RSC Anderlecht(2.)
1974-1975,36,4011917,"zondag,zo27 apr. 1975",15:00 uur,(16.)KV Mechelen,0,5,Antwerp FC(3.)
1974-1975,36,,"zondag,zo27 apr. 1975",15:00 uur,(15.)Berchem Sport,1,0,Beringen FC(12.)
1974-1975,36,4011919,"zondag,zo27 apr. 1975",15:00 uur,(4.)Club Brugge,8,0,Mont.-sur-Sambre(19.)
1974-1975,36,,"zondag,zo27 apr. 1975",15:00 uur,(18.)KFC Diest,0,2,KSC Lokeren(8.)
1974-1975,36,,"zondag,zo27 apr. 1975",15:00 uur,(11.)RFC Luik,0,1,KSV Waregem(9.)
1974-1975,36,,"zondag,zo27 apr. 1975",15:00 uur,(1.)RWD Molenbeek,5,3,AS Oostende KM(17.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(6.)Standard Luik,0,0,KFC Winterslag(20.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(2.)RSC Anderlecht,2,2,KSV Waregem(9.)
1974-1975,37,4011925,"zondag,zo4 mei 1975",15:00 uur,(3.)Antwerp FC,1,0,RFC Luik(11.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(19.)Mont.-sur-Sambre,0,3,Beerschot VAV(5.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(13.)Berchem Sport,2,3,RWD Molenbeek(1.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(14.)Beringen FC,1,0,KV Mechelen(16.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(12.)SK Beveren-Waes,1,0,Club Brugge(4.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(10.)Cercle Brugge,0,0,KSC Lokeren(8.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(17.)AS Oostende KM,1,1,R Charleroi SC(15.)
1974-1975,37,,"zondag,zo4 mei 1975",15:00 uur,(7.)Lierse SK,2,1,KFC Diest(18.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(4.)Club Brugge,2,0,Standard Luik(6.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(8.)KSC Lokeren,1,0,RSC Anderlecht(2.)
1974-1975,38,4011935,"zondag,zo11 mei 1975",15:00 uur,(18.)KFC Diest,0,2,Antwerp FC(3.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(5.)Beerschot VAV,2,0,Lierse SK(7.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(9.)KSV Waregem,1,1,Berchem Sport(14.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(20.)KFC Winterslag,1,1,Beringen FC(13.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(1.)RWD Molenbeek,1,0,SK Beveren-Waes(11.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(12.)RFC Luik,2,0,Cercle Brugge(10.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(15.)R Charleroi SC,7,1,Mont.-sur-Sambre(19.)
1974-1975,38,,"zondag,zo11 mei 1975",15:00 uur,(16.)KV Mechelen,2,4,AS Oostende KM(17.)
1975-1976,1,4011943,"zaterdag,za16 aug. 1975",19:30 uur,(14.)La Louviere,0,1,Antwerp FC(11.)
1975-1976,1,4011944,"zaterdag,za16 aug. 1975",20:00 uur,(7.)Beerschot VAV,1,1,Club Brugge(1.)
1975-1976,1,4011947,"zondag,zo17 aug. 1975",16:00 uur,(18.)Berchem Sport,2,0,Racing Mechelen(19.)
1975-1976,1,4011949,"zondag,zo17 aug. 1975",16:00 uur,(12.)Cercle Brugge,1,2,AS Oostende KM(13.)
1975-1976,1,4011946,"zondag,zo17 aug. 1975",18:00 uur,(5.)KSV Waregem,2,0,RSC Anderlecht(2.)
1975-1976,1,4011945,"zondag,zo17 aug. 1975",19:30 uur,(6.)SK Beveren-Waes,1,0,Standard Luik(9.)
1975-1976,1,4011948,"zondag,zo17 aug. 1975",19:30 uur,(3.)RWD Molenbeek,4,0,Beringen FC(17.)
1975-1976,1,4011950,"zondag,zo17 aug. 1975",20:00 uur,(8.)Lierse SK,3,0,R Charleroi SC(16.)
1975-1976,1,4012167,"woensdag,wo18 feb. 1976",20:00 uur,(10.)RFC Luik,1,2,KSC Lokeren(4.)
1975-1976,2,4011951,"woensdag,wo20 aug. 1975",20:00 uur,(9.)Beerschot VAV,2,0,Standard Luik(15.)
1975-1976,2,4011952,"woensdag,wo20 aug. 1975",20:00 uur,(14.)La Louviere,1,1,RSC Anderlecht(16.)
1975-1976,2,4011953,"woensdag,wo20 aug. 1975",20:00 uur,(11.)KV Mechelen,0,0,Antwerp FC(8.)
1975-1976,2,4011954,"woensdag,wo20 aug. 1975",20:00 uur,(7.)SK Beveren-Waes,0,0,Berchem Sport(3.)
1975-1976,2,4011955,"woensdag,wo20 aug. 1975",20:00 uur,(19.)Beringen FC,0,4,KSC Lokeren(5.)
1975-1976,2,4011956,"woensdag,wo20 aug. 1975",20:00 uur,(13.)Cercle Brugge,0,0,KSV Waregem(4.)
1975-1976,2,4011957,"woensdag,wo20 aug. 1975",20:00 uur,(1.)RWD Molenbeek,2,0,R Charleroi SC(18.)
1975-1976,2,4011958,"woensdag,wo20 aug. 1975",20:00 uur,(2.)Lierse SK,4,1,Racing Mechelen(17.)
1975-1976,2,4011977,"woensdag,wo3 sep. 1975",20:00 uur,(12.)RFC Luik,2,1,AS Oostende KM(6.)
1975-1976,3,4011963,"zaterdag,za23 aug. 1975",19:30 uur,(18.)R Charleroi SC,0,0,La Louviere(13.)
1975-1976,3,4011959,"zaterdag,za23 aug. 1975",20:00 uur,(15.)RSC Anderlecht,2,2,Cercle Brugge(14.)
1975-1976,3,4011960,"zaterdag,za23 aug. 1975",20:00 uur,(19.)Beringen FC,0,0,KV Mechelen(12.)
1975-1976,3,4011961,"zaterdag,za23 aug. 1975",20:00 uur,(10.)AS Oostende KM,0,0,SK Beveren-Waes(7.)
1975-1976,3,4011962,"zaterdag,za23 aug. 1975",20:00 uur,(11.)Club Brugge,1,2,RWD Molenbeek(2.)
1975-1976,3,4011964,"zondag,zo24 aug. 1975",16:00 uur,(16.)Standard Luik,1,0,Lierse SK(1.)
1975-1976,3,4011965,"zondag,zo24 aug. 1975",16:00 uur,(8.)Antwerp FC,3,0,RFC Luik(9.)
1975-1976,3,4011966,"zondag,zo24 aug. 1975",16:00 uur,(3.)KSC Lokeren,3,2,Beerschot VAV(4.)
1975-1976,3,4011967,"zondag,zo24 aug. 1975",16:00 uur,(17.)Racing Mechelen,0,5,KSV Waregem(6.)
1975-1976,4,4011971,"woensdag,wo27 aug. 1975",19:30 uur,(17.)R Charleroi SC,0,1,Beerschot VAV(8.)
1975-1976,4,4011968,"woensdag,wo27 aug. 1975",20:00 uur,(14.)Standard Luik,1,1,RFC Luik(15.)
1975-1976,4,4011969,"woensdag,wo27 aug. 1975",20:00 uur,(13.)RSC Anderlecht,0,1,Lierse SK(5.)
1975-1976,4,4011970,"woensdag,wo27 aug. 1975",20:00 uur,(4.)Antwerp FC,2,1,RWD Molenbeek(1.)
1975-1976,4,4011972,"woensdag,wo27 aug. 1975",20:00 uur,(16.)Club Brugge,3,1,Beringen FC(18.)
1975-1976,4,4011973,"woensdag,wo27 aug. 1975",20:00 uur,(19.)Racing Mechelen,0,0,SK Beveren-Waes(6.)
1975-1976,4,4011974,"woensdag,wo27 aug. 1975",20:00 uur,(9.)AS Oostende KM,1,1,La Louviere(12.)
1975-1976,4,4011975,"woensdag,wo27 aug. 1975",20:00 uur,(2.)KSC Lokeren,3,0,KV Mechelen(10.)
1975-1976,4,4011976,"woensdag,wo3 sep. 1975",20:00 uur,(7.)Berchem Sport,2,2,Cercle Brugge(11.)
1975-1976,5,4011978,"dinsdag,di9 sep. 1975",20:00 uur,(7.)SK Beveren-Waes,2,2,RSC Anderlecht(15.)
1975-1976,5,4011979,"dinsdag,di9 sep. 1975",20:00 uur,(16.)KV Mechelen,0,2,Club Brugge(10.)
1975-1976,5,4011980,"woensdag,wo10 sep. 1975",20:00 uur,(12.)La Louviere,0,1,Standard Luik(13.)
1975-1976,5,4011981,"woensdag,wo10 sep. 1975",20:00 uur,(6.)Beerschot VAV,2,5,Antwerp FC(2.)
1975-1976,5,4011982,"woensdag,wo10 sep. 1975",20:00 uur,(5.)KSV Waregem,3,1,Berchem Sport(8.)
1975-1976,5,4011983,"woensdag,wo10 sep. 1975",20:00 uur,(11.)Cercle Brugge,0,2,Racing Mechelen(18.)
1975-1976,5,4011984,"woensdag,wo10 sep. 1975",20:00 uur,(14.)RFC Luik,3,2,R Charleroi SC(17.)
1975-1976,5,4011985,"woensdag,wo10 sep. 1975",20:00 uur,(4.)Lierse SK,1,1,AS Oostende KM(9.)
1975-1976,5,4011986,"woensdag,wo10 sep. 1975",20:00 uur,(3.)RWD Molenbeek,3,1,KSC Lokeren(1.)
1975-1976,6,4011989,"zaterdag,za13 sep. 1975",19:30 uur,(18.)R Charleroi SC,0,1,SK Beveren-Waes(6.)
1975-1976,6,4011987,"zaterdag,za13 sep. 1975",20:00 uur,(14.)RSC Anderlecht,3,0,Berchem Sport(12.)
1975-1976,6,4011988,"zaterdag,za13 sep. 1975",20:00 uur,(19.)Beringen FC,2,1,Beerschot VAV(9.)
1975-1976,6,4011990,"zaterdag,za13 sep. 1975",20:00 uur,(7.)Club Brugge,2,2,RFC Luik(11.)
1975-1976,6,4011991,"zaterdag,za13 sep. 1975",20:00 uur,(17.)KV Mechelen,1,1,RWD Molenbeek(2.)
1975-1976,6,4011992,"zondag,zo14 sep. 1975",15:00 uur,(10.)Standard Luik,2,1,Cercle Brugge(15.)
1975-1976,6,4011993,"zondag,zo14 sep. 1975",15:00 uur,(1.)Antwerp FC,0,4,Lierse SK(5.)
1975-1976,6,4011994,"zondag,zo14 sep. 1975",15:00 uur,(3.)KSC Lokeren,4,1,La Louviere(13.)
1975-1976,6,4011995,"zondag,zo14 sep. 1975",15:00 uur,(8.)AS Oostende KM,2,2,KSV Waregem(4.)
1975-1976,7,4011996,"zaterdag,za20 sep. 1975",20:00 uur,(12.)Beerschot VAV,2,1,KV Mechelen(16.)
1975-1976,7,4011997,"zondag,zo21 sep. 1975",15:00 uur,(5.)KSV Waregem,1,0,Standard Luik(7.)
1975-1976,7,4011998,"zondag,zo21 sep. 1975",15:00 uur,(17.)Racing Mechelen,1,2,RSC Anderlecht(11.)
1975-1976,7,4011999,"zondag,zo21 sep. 1975",15:00 uur,(6.)SK Beveren-Waes,5,0,Antwerp FC(4.)
1975-1976,7,4012000,"zondag,zo21 sep. 1975",15:00 uur,(13.)Berchem Sport,1,1,AS Oostende KM(9.)
1975-1976,7,4012001,"zondag,zo21 sep. 1975",15:00 uur,(10.)RFC Luik,4,1,Beringen FC(18.)
1975-1976,7,4012002,"zondag,zo21 sep. 1975",15:00 uur,(14.)Cercle Brugge,3,0,R Charleroi SC(19.)
1975-1976,7,4012003,"zondag,zo21 sep. 1975",15:00 uur,(15.)La Louviere,1,1,Club Brugge(8.)
1975-1976,7,4012004,"zondag,zo21 sep. 1975",15:00 uur,(2.)Lierse SK,1,2,KSC Lokeren(1.)
1975-1976,8,4012007,"zaterdag,za4 okt. 1975",19:30 uur,(19.)R Charleroi SC,1,1,KSV Waregem(2.)
1975-1976,8,4012005,"zaterdag,za4 okt. 1975",20:00 uur,(18.)Beringen FC,1,2,La Louviere(15.)
1975-1976,8,4012006,"zaterdag,za4 okt. 1975",20:00 uur,(1.)KSC Lokeren,1,0,SK Beveren-Waes(3.)
1975-1976,8,4012008,"zaterdag,za4 okt. 1975",20:00 uur,(10.)AS Oostende KM,0,1,Racing Mechelen(17.)
1975-1976,8,4012009,"zondag,zo5 okt. 1975",15:00 uur,(12.)Standard Luik,0,0,Berchem Sport(14.)
1975-1976,8,4012010,"zondag,zo5 okt. 1975",15:00 uur,(6.)Antwerp FC,2,2,Cercle Brugge(13.)
1975-1976,8,4012011,"zondag,zo5 okt. 1975",15:00 uur,(5.)RWD Molenbeek,1,2,Beerschot VAV(11.)
1975-1976,8,4012012,"zondag,zo5 okt. 1975",15:00 uur,(8.)Club Brugge,5,2,Lierse SK(4.)
1975-1976,8,4012013,"zondag,zo5 okt. 1975",15:00 uur,(16.)KV Mechelen,1,2,RFC Luik(7.)
1975-1976,9,4012021,"woensdag,wo8 okt. 1975",19:30 uur,(19.)R Charleroi SC,1,1,KV Mechelen(17.)
1975-1976,9,4012014,"woensdag,wo8 okt. 1975",20:00 uur,(10.)Standard Luik,2,2,RWD Molenbeek(6.)
1975-1976,9,4012015,"woensdag,wo8 okt. 1975",20:00 uur,(11.)RSC Anderlecht,4,1,RFC Luik(4.)
1975-1976,9,4012016,"woensdag,wo8 okt. 1975",20:00 uur,(5.)Antwerp FC,2,1,Beringen FC(18.)
1975-1976,9,4012017,"woensdag,wo8 okt. 1975",20:00 uur,(12.)AS Oostende KM,2,2,Beerschot VAV(9.)
1975-1976,9,4012018,"woensdag,wo8 okt. 1975",20:00 uur,(14.)Berchem Sport,0,1,Lierse SK(7.)
1975-1976,9,4012019,"woensdag,wo8 okt. 1975",20:00 uur,(2.)KSV Waregem,2,1,SK Beveren-Waes(3.)
1975-1976,9,4012020,"woensdag,wo8 okt. 1975",20:00 uur,(1.)KSC Lokeren,0,2,Club Brugge(8.)
1975-1976,9,4012022,"woensdag,wo8 okt. 1975",20:00 uur,(16.)Racing Mechelen,1,0,La Louviere(15.)
1975-1976,10,4012024,"zaterdag,za11 okt. 1975",19:30 uur,(16.)La Louviere,4,4,KV Mechelen(17.)
1975-1976,10,4012023,"zaterdag,za11 okt. 1975",20:00 uur,(10.)RSC Anderlecht,1,0,AS Oostende KM(12.)
1975-1976,10,4012025,"zondag,zo12 okt. 1975",15:00 uur,(13.)Racing Mechelen,0,3,Standard Luik(11.)
1975-1976,10,4012026,"zondag,zo12 okt. 1975",15:00 uur,(2.)KSV Waregem,0,0,Antwerp FC(3.)
1975-1976,10,4012027,"zondag,zo12 okt. 1975",15:00 uur,(15.)Berchem Sport,0,3,R Charleroi SC(18.)
1975-1976,10,4012028,"zondag,zo12 okt. 1975",15:00 uur,(5.)Lierse SK,5,1,Beringen FC(19.)
1975-1976,10,4012029,"zondag,zo12 okt. 1975",15:00 uur,(7.)SK Beveren-Waes,2,0,Club Brugge(4.)
1975-1976,10,4012030,"zondag,zo12 okt. 1975",15:00 uur,(14.)Cercle Brugge,2,0,KSC Lokeren(1.)
1975-1976,10,4012031,"zondag,zo12 okt. 1975",15:00 uur,(9.)RFC Luik,1,2,RWD Molenbeek(6.)
1975-1976,11,,"zaterdag,za18 okt. 1975",19:30 uur,(18.)R Charleroi SC,4,1,Racing Mechelen(15.)
1975-1976,11,4012032,"zaterdag,za18 okt. 1975",20:00 uur,(4.)Antwerp FC,0,0,Berchem Sport(16.)
1975-1976,11,,"zaterdag,za18 okt. 1975",20:00 uur,(10.)Beerschot VAV,3,1,RFC Luik(11.)
1975-1976,11,4012034,"zaterdag,za18 okt. 1975",20:00 uur,(7.)Club Brugge,1,0,Cercle Brugge(12.)
1975-1976,11,,"zondag,zo19 okt. 1975",15:00 uur,(9.)Standard Luik,1,1,RSC Anderlecht(8.)
1975-1976,11,,"zondag,zo19 okt. 1975",15:00 uur,(19.)Beringen FC,1,0,SK Beveren-Waes(6.)
1975-1976,11,,"zondag,zo19 okt. 1975",15:00 uur,(5.)RWD Molenbeek,3,1,La Louviere(14.)
1975-1976,11,,"zondag,zo19 okt. 1975",15:00 uur,(17.)KV Mechelen,4,1,Lierse SK(3.)
1975-1976,11,4012040,"zondag,zo19 okt. 1975",15:00 uur,(2.)KSC Lokeren,1,1,KSV Waregem(1.)
1975-1976,12,,"zaterdag,za25 okt. 1975",19:30 uur,(16.)La Louviere,0,0,Beerschot VAV(9.)
1975-1976,12,4012044,"zondag,zo26 okt. 1975",15:00 uur,(18.)Racing Mechelen,1,0,Antwerp FC(4.)
1975-1976,12,,"zondag,zo26 okt. 1975",15:00 uur,(17.)Berchem Sport,1,1,KSC Lokeren(2.)
1975-1976,12,,"zondag,zo26 okt. 1975",15:00 uur,(12.)Cercle Brugge,0,0,Beringen FC(19.)
1975-1976,12,,"zondag,zo26 okt. 1975",15:00 uur,(7.)SK Beveren-Waes,1,0,KV Mechelen(14.)
1975-1976,12,4012048,"zondag,zo26 okt. 1975",15:00 uur,(1.)KSV Waregem,0,3,Club Brugge(6.)
1975-1976,12,,"zondag,zo26 okt. 1975",15:00 uur,(5.)Lierse SK,0,0,RWD Molenbeek(3.)
1975-1976,12,,"zondag,zo26 okt. 1975",15:00 uur,(13.)AS Oostende KM,1,1,Standard Luik(10.)
1975-1976,12,,"zondag,zo26 okt. 1975",20:00 uur,(8.)RSC Anderlecht,2,1,R Charleroi SC(15.)
1975-1976,13,,"zaterdag,za8 nov. 1975",19:30 uur,(18.)R Charleroi SC,0,1,AS Oostende KM(13.)
1975-1976,13,,"zaterdag,za8 nov. 1975",20:00 uur,(9.)Beerschot VAV,1,1,Lierse SK(5.)
1975-1976,13,4012051,"zaterdag,za8 nov. 1975",20:00 uur,(19.)Beringen FC,0,2,KSV Waregem(4.)
1975-1976,13,4012053,"zondag,zo9 nov. 1975",15:00 uur,(8.)Antwerp FC,0,3,RSC Anderlecht(7.)
1975-1976,13,4012054,"zondag,zo9 nov. 1975",15:00 uur,(2.)Club Brugge,4,0,Berchem Sport(16.)
1975-1976,13,,"zondag,zo9 nov. 1975",15:00 uur,(3.)RWD Molenbeek,0,2,SK Beveren-Waes(6.)
1975-1976,13,,"zondag,zo9 nov. 1975",15:00 uur,(17.)KV Mechelen,1,3,Cercle Brugge(12.)
1975-1976,13,,"zondag,zo9 nov. 1975",15:00 uur,(11.)RFC Luik,2,2,La Louviere(15.)
1975-1976,13,,"zondag,zo9 nov. 1975",15:00 uur,(1.)KSC Lokeren,1,0,Racing Mechelen(14.)
1975-1976,14,,"zaterdag,za22 nov. 1975",20:00 uur,(4.)RSC Anderlecht,3,2,KSC Lokeren(1.)
1975-1976,14,,"zondag,zo23 nov. 1975",15:00 uur,(10.)Standard Luik,4,3,R Charleroi SC(18.)
1975-1976,14,4012061,"zondag,zo23 nov. 1975",15:00 uur,(12.)AS Oostende KM,0,2,Antwerp FC(9.)
1975-1976,14,,"zondag,zo23 nov. 1975",15:00 uur,(5.)SK Beveren-Waes,4,0,Beerschot VAV(8.)
1975-1976,14,,"zondag,zo23 nov. 1975",15:00 uur,(16.)Berchem Sport,1,2,Beringen FC(19.)
1975-1976,14,,"zondag,zo23 nov. 1975",15:00 uur,(11.)Cercle Brugge,1,1,RWD Molenbeek(7.)
1975-1976,14,,"zondag,zo23 nov. 1975",15:00 uur,(15.)Racing Mechelen,0,2,Club Brugge(2.)
1975-1976,14,,"zondag,zo23 nov. 1975",15:00 uur,(6.)Lierse SK,5,2,RFC Luik(13.)
1975-1976,14,,"zondag,zo23 nov. 1975",15:00 uur,(3.)KSV Waregem,1,1,KV Mechelen(17.)
1975-1976,15,,"zaterdag,za29 nov. 1975",19:30 uur,(14.)La Louviere,2,0,Lierse SK(6.)
