KlassementKey,BeginDateKey,EindeDateKey,TeamKey,Stand,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,DoelpuntenSaldo,PuntenVoor2ptn,PuntenTegen2ptn,PuntenVoor3ptn
21676,10823,10829,43,2,31,22,4,5,69,17,52,48,14,70
21677,10823,10829,24,3,31,17,12,2,61,12,49,46,16,63
21678,10823,10829,53,12,31,9,9,13,31,47,-16,27,35,36
21679,10823,10829,12,13,31,9,9,13,33,58,-25,27,35,36
21680,10823,10829,1,1,31,23,6,2,71,19,52,52,10,75
21681,10823,10829,27,11,31,9,9,13,39,47,-8,27,35,36
21682,10823,10829,21,5,31,13,12,6,56,32,24,38,24,51
21683,10823,10829,4,6,31,11,12,8,41,34,7,34,28,45
21684,10823,10829,28,15,31,7,10,14,23,42,-19,24,38,31
21685,10823,10829,54,18,31,5,9,17,27,58,-31,19,43,24
21686,10620,10626,12,9,7,3,1,3,12,14,-2,7,7,10
21687,10620,10626,53,11,7,2,3,2,7,9,-2,7,7,9
21688,10620,10626,43,1,7,5,2,0,20,3,17,12,2,17
21689,10620,10626,24,2,7,5,2,0,14,2,12,12,2,17
21690,10620,10626,57,4,7,4,0,3,10,10,0,8,6,12
21691,10620,10626,27,7,7,3,1,3,9,7,2,7,7,10
21692,10620,10626,21,5,7,3,3,1,13,6,7,9,5,12
21693,10620,10626,4,8,7,3,1,3,10,11,-1,7,7,10
21694,10620,10626,49,10,7,2,4,1,10,6,4,8,6,10
21695,10620,10626,37,12,7,2,3,2,7,10,-3,7,7,9
21696,10620,10626,28,17,7,0,3,4,2,12,-10,3,11,3
21697,10620,10626,54,18,7,0,1,6,6,15,-9,1,13,1
21698,10620,10626,1,6,7,3,3,1,12,8,4,9,5,12
21699,10620,10626,56,3,7,4,1,2,12,12,0,9,5,13
21700,10620,10626,20,13,7,2,2,3,8,12,-4,6,8,8
21701,10620,10626,35,14,7,2,1,4,9,10,-1,5,9,7
21702,10620,10626,41,16,7,1,2,4,2,6,-4,4,10,5
21703,10620,10626,17,15,7,1,3,3,4,14,-10,5,9,6
21704,11040,11046,17,17,15,2,6,7,8,20,-12,10,20,12
21705,11040,11046,35,8,15,5,5,5,23,23,0,15,15,20
21706,11040,11046,41,10,15,4,5,6,18,19,-1,13,17,17
21707,11040,11046,20,11,15,4,4,7,15,24,-9,12,18,16
21708,11040,11046,56,14,15,4,2,9,18,29,-11,10,20,14
21709,11040,11046,12,6,15,6,4,5,21,16,5,16,14,22
21710,17186,17192,28,18,7,0,0,7,5,15,-10,0,14,0
21711,17186,17192,42,12,7,2,1,4,9,11,-2,5,9,7
21712,17186,17192,1,7,7,3,3,1,10,8,2,9,5,12
21713,17186,17192,12,9,7,3,2,2,7,6,1,8,6,11
21714,17186,17192,25,13,7,2,1,4,3,6,-3,5,9,7
21715,17186,17192,4,6,7,3,3,1,15,8,7,9,5,12
21716,17186,17192,27,8,7,3,2,2,9,6,3,8,6,11
21717,17186,17192,45,10,7,3,2,2,9,10,-1,8,6,11
21718,17186,17192,35,11,7,2,2,3,6,7,-1,6,8,8
21719,17186,17192,43,2,7,4,3,0,12,6,6,11,3,15
21720,17186,17192,22,3,7,4,2,1,9,9,0,10,4,14
21721,17186,17192,57,4,7,4,1,2,14,9,5,9,5,13
21722,17186,17192,51,14,7,1,4,2,5,9,-4,6,8,7
21723,17186,17192,24,17,7,0,3,4,5,11,-6,3,11,3
21724,17186,17192,49,1,7,6,1,0,21,6,15,13,1,19
21725,17186,17192,23,15,7,1,2,4,5,13,-8,4,10,5
21726,17186,17192,46,16,7,1,1,5,4,12,-8,3,11,4
21727,17606,17612,43,4,12,7,2,3,29,16,13,16,8,23
21728,17606,17612,22,6,12,6,3,3,18,13,5,15,9,21
21729,17606,17612,57,9,12,5,1,6,16,19,-3,11,13,16
21730,17606,17612,32,15,12,3,1,8,12,22,-10,7,17,10
21731,17606,17612,24,16,12,2,4,6,12,22,-10,8,16,10
21732,17606,17612,51,18,12,1,3,8,7,20,-13,5,19,6
21733,17606,17612,56,13,12,3,4,5,10,19,-9,10,14,13
21734,17606,17612,35,17,12,1,6,5,12,16,-4,8,16,9
21735,17606,17612,49,2,12,7,3,2,20,12,8,17,7,24
21736,17606,17612,23,12,12,3,4,5,16,21,-5,10,14,13
21737,17606,17612,33,5,12,6,3,3,19,13,6,15,9,21
21738,17606,17612,4,7,12,5,4,3,24,15,9,14,10,19
21739,17606,17612,27,10,12,4,3,5,14,17,-3,11,13,15
21740,17606,17612,45,11,12,4,2,6,15,16,-1,10,14,14
21741,17606,17612,25,3,12,7,3,2,19,14,5,17,7,24
21742,17606,17612,12,8,12,4,7,1,15,9,6,15,9,19
21743,17606,17612,1,1,12,7,4,1,22,11,11,18,6,25
21744,17606,17612,42,14,12,2,5,5,9,14,-5,9,15,11
21745,17746,17752,42,18,28,3,8,17,28,47,-19,14,42,17
21746,17746,17752,33,9,28,11,8,9,38,35,3,30,26,41
21747,17746,17752,1,3,28,16,5,7,50,39,11,37,19,53
21748,17746,17752,25,6,28,13,7,8,37,30,7,33,23,46
21749,17746,17752,12,8,28,10,12,6,33,24,9,32,24,42
21750,17746,17752,45,7,28,12,6,10,43,33,10,30,26,42
21751,17746,17752,27,13,28,8,7,13,34,42,-8,23,33,31
21752,17746,17752,4,5,28,13,7,8,56,37,19,33,23,46
21753,17746,17752,32,17,28,5,3,20,26,68,-42,13,43,18
21754,17746,17752,49,2,28,19,4,5,55,25,30,42,14,61
21755,17746,17752,23,16,28,6,7,15,36,50,-14,19,37,25
21756,17746,17752,35,11,28,9,9,10,37,34,3,27,29,36
21757,17746,17752,56,14,28,7,10,11,29,43,-14,24,32,31
21758,17746,17752,43,1,28,19,4,5,63,28,35,42,14,61
21759,17746,17752,22,4,28,14,4,10,44,41,3,32,24,46
21760,17746,17752,24,10,28,9,10,9,38,43,-5,28,28,37
21761,17746,17752,57,12,28,10,5,13,37,46,-9,25,31,35
21762,17746,17752,51,15,28,7,6,15,28,47,-19,20,36,27
21763,17781,17787,35,12,33,11,9,13,44,41,3,31,35,42
21764,17781,17787,56,15,33,8,11,14,34,54,-20,27,39,35
21765,17781,17787,23,14,33,9,8,16,43,56,-13,26,40,35
21766,17781,17787,49,2,33,23,5,5,65,26,39,51,15,74
21767,17781,17787,43,1,33,23,5,5,73,30,43,51,15,74
21768,17781,17787,22,8,33,15,5,13,48,49,-1,35,31,50
21769,17781,17787,57,9,33,13,5,15,46,52,-6,31,35,44
21770,17781,17787,24,11,33,11,10,12,43,52,-9,32,34,43
21771,17781,17787,51,16,33,8,6,19,32,57,-25,22,44,30
21772,17781,17787,32,17,33,6,6,21,34,77,-43,18,48,24
21773,17781,17787,4,3,33,17,8,8,67,41,26,42,24,59
21774,17781,17787,45,5,33,15,7,11,52,36,16,37,29,52
21775,17781,17787,27,13,33,11,7,15,41,47,-6,29,37,40
21776,17781,17787,25,6,33,15,7,11,41,35,6,37,29,52
21777,17781,17787,12,7,33,13,12,8,40,29,11,38,28,51
21778,17781,17787,1,4,33,17,5,11,55,49,6,39,27,56
21779,17781,17787,33,10,33,12,8,13,41,45,-4,32,34,44
21780,17781,17787,42,18,33,3,10,20,31,54,-23,16,50,19
21781,17564,17577,25,6,7,3,2,2,6,8,-2,8,6,11
21782,17564,17577,12,9,7,2,4,1,8,5,3,8,6,10
21783,17564,17577,27,13,7,2,1,4,6,10,-4,5,9,7
21784,17564,17577,45,13,7,2,1,4,6,10,-4,5,9,7
21785,17564,17577,1,1,7,5,2,0,12,3,9,12,2,17
21786,17564,17577,33,4,7,4,1,2,13,9,4,9,5,13
21787,17564,17577,49,3,7,5,1,1,13,7,6,11,3,16
21788,17564,17577,23,16,7,1,2,4,8,13,-5,4,10,5
21789,7148,7154,59,18,28,2,4,22,17,74,-57,8,48,10
21790,6966,6972,52,3,7,5,1,1,8,4,4,11,3,16
21791,6966,6972,48,13,7,1,4,2,8,10,-2,6,8,7
21792,6966,6972,59,11,7,2,2,3,7,10,-3,6,8,8
21793,6966,6972,27,12,7,2,1,4,4,13,-9,5,9,7
21794,6966,6972,12,1,7,6,1,0,13,2,11,13,1,19
21795,6966,6972,53,6,7,3,4,0,9,6,3,10,4,13
21796,6966,6972,57,2,7,5,1,1,15,7,8,11,3,16
21797,6966,6972,43,7,7,4,0,3,17,11,6,8,6,12
21798,6966,6972,22,10,7,2,3,2,5,9,-4,7,7,9
21799,6966,6972,20,14,7,1,4,2,6,9,-3,6,8,7
21800,6966,6972,41,17,7,0,2,5,4,15,-11,2,12,2
21801,6966,6972,49,4,7,4,3,0,16,9,7,11,3,15
21802,6966,6972,37,9,7,2,3,2,9,9,0,7,7,9
21803,6966,6972,21,16,7,0,3,4,2,7,-5,3,11,3
21804,6966,6972,1,5,7,4,1,2,12,4,8,9,5,13
21805,6966,6972,17,8,7,3,0,4,15,11,4,6,8,9
21806,6966,6972,8,15,7,1,1,5,9,10,-1,3,11,4
21807,6966,6972,19,18,7,0,2,5,4,17,-13,2,12,2
21808,7407,7434,17,8,16,6,5,5,30,24,6,17,15,23
21809,7407,7434,52,6,16,8,2,6,22,23,-1,18,14,26
21810,7407,7434,48,15,16,4,5,7,17,29,-12,13,19,17
21811,7407,7434,21,9,16,6,5,5,24,29,-5,17,15,23
21812,7407,7434,4,12,16,5,4,7,23,23,0,14,18,19
21813,7407,7434,43,1,16,13,1,2,35,12,23,27,5,40
21814,7407,7434,22,10,16,7,1,8,21,23,-2,15,17,22
21815,7407,7434,57,13,16,5,4,7,23,31,-8,14,18,19
21816,7407,7434,37,2,16,11,3,2,31,11,20,25,7,36
21817,7407,7434,49,3,16,9,4,3,34,20,14,22,10,31
21818,7407,7434,56,7,16,7,2,7,23,25,-2,16,16,23
21819,7407,7434,20,11,16,6,3,7,22,24,-2,15,17,21
21820,7407,7434,41,17,16,3,2,11,20,28,-8,8,24,11
21821,7407,7434,12,4,16,9,2,5,27,17,10,20,12,29
21822,7407,7434,53,18,16,3,2,11,14,28,-14,8,24,11
21823,7407,7434,19,14,16,5,2,9,29,39,-10,12,20,17
21824,7407,7434,8,16,16,3,3,10,19,37,-18,9,23,12
21825,7407,7434,1,5,16,8,2,6,35,26,9,18,14,26
21826,7449,7455,1,6,19,9,2,8,39,29,10,20,18,29
21827,7449,7455,12,4,19,10,3,6,38,20,18,23,15,33
21828,7449,7455,53,18,19,3,3,13,16,32,-16,9,29,12
21829,7449,7455,52,5,19,10,2,7,29,28,1,22,16,32
21830,7449,7455,48,16,19,4,6,9,19,44,-25,14,24,18
21831,7449,7455,20,10,19,7,5,7,23,24,-1,19,19,26
21832,7449,7455,56,12,19,7,3,9,24,31,-7,17,21,24
21833,7449,7455,41,14,19,5,3,11,29,31,-2,13,25,18
21834,7449,7455,43,1,19,15,2,2,38,12,26,32,6,47
21835,7449,7455,22,9,19,8,2,9,23,29,-6,18,20,26
21836,7449,7455,57,13,19,6,4,9,30,38,-8,16,22,22
21837,7449,7455,37,2,19,12,4,3,33,15,18,28,10,40
21838,7449,7455,49,3,19,11,5,3,39,23,16,27,11,38
21839,7449,7455,21,8,19,7,6,6,27,31,-4,20,18,27
21840,7449,7455,4,11,19,7,4,8,33,28,5,18,20,25
21841,7449,7455,17,7,19,7,7,5,33,25,8,21,17,28
21842,7449,7455,8,15,19,5,3,11,25,42,-17,13,25,18
21843,7449,7455,19,17,19,5,2,12,33,49,-16,12,26,17
21844,7305,7308,17,11,2,0,2,0,2,2,0,2,2,2
21845,7305,7308,8,12,2,0,1,1,3,4,-1,1,3,1
21846,7305,7308,19,18,2,0,0,2,2,6,-4,0,4,0
21847,7305,7308,4,13,2,0,1,1,0,1,-1,1,3,1
21848,7305,7308,21,14,2,0,1,1,1,5,-4,1,3,1
21849,7305,7308,37,4,2,2,0,0,3,1,2,4,0,6
21850,7305,7308,49,6,2,1,1,0,4,3,1,3,1,4
21851,7305,7308,12,8,2,1,0,1,2,2,0,2,2,3
21852,7305,7308,53,16,2,0,0,2,2,5,-3,0,4,0
21853,7305,7308,48,3,2,2,0,0,5,1,4,4,0,6
21854,7305,7308,52,7,2,1,1,0,3,2,1,3,1,4
21855,7305,7308,43,1,2,2,0,0,9,3,6,4,0,6
21856,7305,7308,57,2,2,2,0,0,7,3,4,4,0,6
21857,7305,7308,22,15,2,0,0,2,2,4,-2,0,4,0
21858,7305,7308,20,8,2,1,0,1,2,2,0,2,2,3
21859,7305,7308,56,10,2,1,0,1,4,6,-2,2,2,3
21860,7305,7308,41,17,2,0,0,2,1,4,-3,0,4,0
21861,7305,7308,1,5,2,1,1,0,2,0,2,3,1,4
21862,7463,7469,1,5,21,10,3,8,48,31,17,23,19,33
21863,7463,7469,52,6,21,10,3,8,30,30,0,23,19,33
21864,7463,7469,48,16,21,4,7,10,20,49,-29,15,27,19
21865,7463,7469,12,4,21,11,4,6,43,22,21,26,16,37
21866,7463,7469,53,18,21,4,4,13,19,33,-14,12,30,16
21867,7463,7469,19,15,21,6,2,13,37,51,-14,14,28,20
21868,7463,7469,8,17,21,5,3,13,26,47,-21,13,29,18
21869,20616,20622,38,16,26,5,3,18,24,48,-24,13,39,18
21870,20616,20622,56,10,26,8,6,12,36,49,-13,22,30,30
21871,20616,20622,1,1,26,16,4,6,46,19,27,36,16,52
21872,20616,20622,9,4,26,13,6,7,45,31,14,32,20,45
21873,20616,20622,4,8,26,11,7,8,35,25,10,29,23,40
21874,20637,20643,9,4,29,14,7,8,50,35,15,35,23,49
21875,20637,20643,4,7,29,13,8,8,42,29,13,34,24,47
21876,20637,20643,1,1,29,18,4,7,54,22,32,40,18,58
21877,20637,20643,56,10,29,8,7,14,38,53,-15,23,35,31
21878,20637,20643,28,14,29,8,5,16,33,46,-13,21,37,29
21879,20637,20643,38,16,29,6,3,20,27,53,-26,15,43,21
21880,20637,20643,49,9,29,10,11,8,45,36,9,31,27,41
21881,20637,20643,43,2,29,17,7,5,64,30,34,41,17,58
21882,20637,20643,24,5,29,14,6,9,41,33,8,34,24,48
21883,20637,20643,22,8,29,13,6,10,36,35,1,32,26,45
21884,20637,20643,12,12,29,7,9,13,24,34,-10,23,35,30
21885,20637,20643,25,15,29,5,8,16,33,61,-28,18,40,23
21886,20637,20643,45,3,29,14,9,6,46,37,9,37,21,51
21887,20637,20643,27,6,29,13,9,7,34,29,5,35,23,48
21888,20637,20643,15,11,29,8,6,15,39,61,-22,22,36,30
21889,20637,20643,10,13,29,7,9,13,28,40,-12,23,35,30
21890,20434,20440,45,1,3,3,0,0,6,0,6,6,0,9
21891,20434,20440,27,3,3,2,1,0,3,1,2,5,1,7
21892,20434,20440,15,12,3,1,0,2,2,6,-4,2,4,3
21893,20434,20440,10,14,3,0,1,2,2,5,-3,1,5,1
21894,20434,20440,43,2,3,2,1,0,7,2,5,5,1,7
21895,20434,20440,22,8,3,1,1,1,4,4,0,3,3,4
21896,20434,20440,24,9,3,1,1,1,2,2,0,3,3,4
21897,20434,20440,49,7,3,1,1,1,4,3,1,3,3,4
21898,20434,20440,56,13,3,0,2,1,2,6,-4,2,4,2
21899,20434,20440,9,5,3,2,0,1,4,3,1,4,2,6
21900,20434,20440,4,6,3,1,2,0,3,2,1,4,2,5
21901,20434,20440,12,11,3,1,0,2,3,2,1,2,4,3
21902,20434,20440,25,15,3,0,1,2,3,7,-4,1,5,1
21903,20434,20440,1,4,3,2,0,1,3,1,2,4,2,6
21904,20434,20440,28,10,3,1,1,1,1,2,-1,3,3,4
21905,20434,20440,38,16,3,0,0,3,2,5,-3,0,6,0
21906,20483,20496,1,3,9,5,1,3,13,8,5,11,7,16
21907,20483,20496,12,11,9,3,1,5,8,12,-4,7,11,10
21908,20483,20496,25,14,9,2,1,6,11,21,-10,5,13,7
21909,20483,20496,38,12,9,3,0,6,13,18,-5,6,12,9
21910,20483,20496,28,13,9,2,2,5,10,13,-3,6,12,8
21911,20483,20496,56,7,9,4,2,3,16,14,2,10,8,14
21912,20483,20496,4,6,9,4,3,2,14,9,5,11,7,15
21913,20483,20496,9,8,9,4,2,3,12,11,1,10,8,14
21914,20483,20496,49,5,9,4,3,2,12,6,6,11,7,15
21915,20483,20496,43,2,9,5,3,1,18,10,8,13,5,18
21916,20483,20496,22,9,9,4,1,4,11,13,-2,9,9,13
21917,20483,20496,24,10,9,3,3,3,11,10,1,9,9,12
21918,20483,20496,45,1,9,6,2,1,18,7,11,14,4,20
21919,20483,20496,27,4,9,4,4,1,11,8,3,12,6,16
21920,20483,20496,15,15,9,2,1,6,11,22,-11,5,13,7
21921,20483,20496,10,16,9,1,3,5,8,15,-7,5,13,6
21922,20784,20790,15,16,1,0,0,1,0,5,-5,0,2,0
21923,20784,20790,12,15,1,0,0,1,0,4,-4,0,2,0
21924,20784,20790,22,6,1,0,1,0,3,3,0,1,1,1
21925,20784,20790,24,8,1,0,1,0,1,1,0,1,1,1
21926,20784,20790,49,8,1,0,1,0,1,1,0,1,1,1
21927,20784,20790,56,13,1,0,0,1,0,1,-1,0,2,0
21928,20784,20790,28,3,1,1,0,0,3,2,1,2,0,3
21929,20784,20790,38,4,1,1,0,0,1,0,1,2,0,3
21930,20784,20790,45,1,1,1,0,0,5,0,5,2,0,3
21931,20784,20790,27,4,1,1,0,0,1,0,1,2,0,3
21932,20784,20790,10,6,1,0,1,0,3,3,0,1,1,1
21933,20784,20790,1,2,1,1,0,0,4,0,4,2,0,3
21934,20784,20790,21,10,1,0,1,0,0,0,0,1,1,1
21935,20784,20790,4,12,1,0,0,1,2,3,-1,0,2,0
21936,20784,20790,9,13,1,0,0,1,0,1,-1,0,2,0
21937,20784,20790,43,10,1,0,1,0,0,0,0,1,1,1
21938,20872,20874,43,4,12,6,3,3,17,14,3,15,9,21
21939,20872,20874,22,8,12,4,5,3,20,17,3,13,11,17
21940,20872,20874,24,16,12,1,5,6,14,22,-8,7,17,8
21941,20872,20874,21,5,12,5,4,3,18,15,3,14,10,19
21942,20872,20874,1,1,12,10,0,2,26,11,15,20,4,30
21943,20872,20874,28,2,12,7,2,3,14,12,2,16,8,23
21944,20872,20874,38,7,12,5,3,4,19,20,-1,13,11,18
21945,20872,20874,12,11,12,4,3,5,17,18,-1,11,13,15
21946,20872,20874,4,12,12,3,4,5,15,13,2,10,14,13
21947,20872,20874,9,15,12,2,2,8,13,20,-7,6,18,8
21948,20872,20874,56,13,12,2,4,6,13,20,-7,8,16,10
21949,20872,20874,27,3,12,6,4,2,19,14,5,16,8,22
21950,19412,19415,22,2,12,8,2,2,24,10,14,18,6,26
21951,19412,19415,43,5,12,7,1,4,31,16,15,15,9,22
21952,19412,19415,45,4,12,7,4,1,24,17,7,18,6,25
21953,19412,19415,27,10,12,3,5,4,14,17,-3,11,13,14
21954,19412,19415,10,15,12,1,5,6,9,17,-8,7,17,8
21955,19412,19415,12,7,12,6,2,4,24,19,5,14,10,20
21956,19412,19415,56,6,12,7,1,4,18,13,5,15,9,22
21957,19412,19415,49,1,12,9,2,1,26,7,19,20,4,29
21958,19412,19415,16,13,12,2,4,6,14,21,-7,8,16,10
21959,19412,19415,1,3,12,8,2,2,21,12,9,18,6,26
21960,19412,19415,42,16,12,0,2,10,7,21,-14,2,22,2
21961,19412,19415,17,11,12,3,2,7,9,21,-12,8,16,11
21962,19412,19415,4,8,12,3,6,3,14,18,-4,12,12,15
21963,19412,19415,9,14,12,2,3,7,9,20,-11,7,17,9
21964,19685,19691,17,4,1,1,0,0,2,0,2,2,0,3
21965,19685,19691,1,4,1,1,0,0,2,0,2,2,0,3
21966,19685,19691,49,1,1,1,0,0,3,0,3,2,0,3
21967,19685,19691,56,13,1,0,0,1,0,2,-2,0,2,0
21968,19685,19691,25,7,1,1,0,0,1,0,1,2,0,3
21969,19685,19691,12,10,1,0,0,1,0,1,-1,0,2,0
21970,19685,19691,24,2,1,1,0,0,3,1,2,2,0,3
21971,19685,19691,43,2,1,1,0,0,3,1,2,2,0,3
21972,19685,19691,57,8,1,0,1,0,0,0,0,1,1,1
21973,19685,19691,22,11,1,0,0,1,1,3,-2,0,2,0
21974,19685,19691,45,4,1,1,0,0,2,0,2,2,0,3
21975,19685,19691,10,13,1,0,0,1,0,2,-2,0,2,0
21976,19685,19691,27,16,1,0,0,1,0,3,-3,0,2,0
21977,19685,19691,4,8,1,0,1,0,0,0,0,1,1,1
21978,19685,19691,9,13,1,0,0,1,0,2,-2,0,2,0
21979,19685,19691,38,11,1,0,0,1,1,3,-2,0,2,0
21980,19916,20048,43,3,30,16,9,5,51,30,21,41,19,57
21981,19916,20048,22,7,30,13,10,7,38,28,10,36,24,49
21982,19916,20048,24,9,30,10,11,9,37,39,-2,31,29,41
21983,19916,20048,57,15,30,6,6,18,21,45,-24,18,42,24
21984,19916,20048,4,2,30,16,9,5,52,29,23,41,19,57
21985,19916,20048,9,10,30,11,5,14,40,52,-12,27,33,38
21986,19916,20048,27,6,30,14,7,9,44,31,13,35,25,49
21987,19916,20048,45,12,30,8,7,15,41,54,-13,23,37,31
21988,19916,20048,10,14,30,7,5,18,30,49,-19,19,41,26
21989,19916,20048,12,8,30,10,12,8,38,32,6,32,28,42
21990,19916,20048,25,11,30,8,9,13,42,63,-21,25,35,33
21991,19916,20048,38,13,30,7,5,18,32,51,-19,19,41,26
21992,19916,20048,56,5,30,16,3,11,54,35,19,35,25,51
21993,19916,20048,49,4,30,16,5,9,49,39,10,37,23,53
21994,19916,20048,1,1,30,17,10,3,69,28,41,44,16,61
21995,19916,20048,17,16,30,5,7,18,30,63,-33,17,43,22
21996,20182,20188,1,1,18,12,1,5,37,18,19,25,11,37
21997,20182,20188,49,11,18,6,4,8,22,32,-10,16,20,22
21998,20182,20188,16,15,18,4,3,11,22,33,-11,11,25,15
21999,20182,20188,56,6,18,6,7,5,19,17,2,19,17,25
22000,20182,20188,12,10,18,6,4,8,21,22,-1,16,20,22
22001,20182,20188,25,16,18,2,6,10,19,40,-21,10,26,12
22002,20182,20188,43,4,18,9,7,2,28,14,14,25,11,34
22003,20182,20188,22,7,18,7,3,8,20,21,-1,17,19,24
22004,20182,20188,24,12,18,6,3,9,27,33,-6,15,21,21
22005,20182,20188,45,5,18,7,5,6,33,32,1,19,17,26
22006,20182,20188,27,9,18,6,6,6,20,20,0,18,18,24
22007,20182,20188,10,13,18,6,3,9,24,34,-10,15,21,21
22008,20182,20188,28,8,18,7,3,8,20,23,-3,17,19,24
22009,20182,20188,38,14,18,4,6,8,25,29,-4,14,22,18
22010,20182,20188,4,2,18,10,7,1,35,17,18,27,9,37
22011,20182,20188,9,3,18,10,4,4,33,20,13,24,12,34
22012,20084,20097,43,1,6,4,1,1,11,6,5,9,3,13
22013,20084,20097,22,6,6,3,1,2,8,6,2,7,5,10
22014,20084,20097,24,10,6,2,1,3,8,12,-4,5,7,7
22015,20084,20097,45,4,6,3,1,2,9,5,4,7,5,10
22016,20084,20097,10,7,6,3,1,2,11,10,1,7,5,10
22017,20084,20097,27,13,6,1,3,2,4,7,-3,5,7,6
22018,20084,20097,9,2,6,4,1,1,11,7,4,9,3,13
22019,20084,20097,4,8,6,2,4,0,6,4,2,8,4,10
22020,20084,20097,12,14,6,1,2,3,6,8,-2,4,8,5
22021,20084,20097,25,15,6,1,2,3,6,10,-4,4,8,5
22022,20084,20097,56,9,6,2,2,2,5,5,0,6,6,8
22023,20084,20097,28,5,6,3,1,2,8,5,3,7,5,10
22024,20084,20097,38,16,6,0,2,4,6,12,-6,2,10,2
22025,20084,20097,49,11,6,2,1,3,7,13,-6,5,7,7
22026,20084,20097,16,12,6,2,0,4,7,10,-3,4,8,6
22027,20084,20097,1,3,6,3,1,2,13,6,7,7,5,10
22028,20518,20531,1,4,14,7,3,4,20,11,9,17,11,24
22029,20518,20531,56,7,14,6,5,3,25,21,4,17,11,23
22030,17564,17577,56,7,7,3,2,2,7,10,-3,8,6,11
22031,17564,17577,35,15,7,1,4,2,7,6,1,6,8,7
22032,17564,17577,4,10,7,2,3,2,15,11,4,7,7,9
22033,17564,17577,42,12,7,2,1,4,8,12,-4,5,9,7
22034,17564,17577,43,2,7,5,1,1,16,6,10,11,3,16
22035,17564,17577,22,5,7,4,1,2,10,8,2,9,5,13
22036,17564,17577,57,8,7,3,1,3,11,11,0,7,7,10
22037,17564,17577,24,11,7,2,2,3,9,10,-1,6,8,8
22038,17564,17577,32,17,7,1,1,5,5,13,-8,3,11,4
22039,17564,17577,51,18,7,0,2,5,3,11,-8,2,12,2
22040,17865,17871,35,7,1,0,1,0,1,1,0,1,1,1
22041,17865,17871,56,14,1,0,0,1,0,2,-2,0,2,0
22042,17865,17871,49,5,1,0,1,0,2,2,0,1,1,1
22043,17865,17871,24,1,1,1,0,0,4,1,3,2,0,3
22044,17865,17871,43,3,1,1,0,0,2,0,2,2,0,3
22045,17865,17871,51,7,1,0,1,0,1,1,0,1,1,1
22046,17865,17871,22,11,0,0,0,0,0,0,0,0,0,0
22047,17865,17871,57,13,1,0,0,1,1,3,-2,0,2,0
22048,17865,17871,45,7,1,0,1,0,1,1,0,1,1,1
22049,17865,17871,27,12,1,0,0,1,1,2,-1,0,2,0
22050,17865,17871,4,2,1,1,0,0,3,1,2,2,0,3
22051,17865,17871,12,7,1,0,1,0,1,1,0,1,1,1
22052,17865,17871,25,15,1,0,0,1,1,4,-3,0,2,0
22053,17865,17871,1,4,1,1,0,0,2,1,1,2,0,3
22054,17865,17871,28,5,1,0,1,0,2,2,0,1,1,1
22055,18341,18347,28,12,16,4,2,10,11,33,-22,10,22,14
22056,18341,18347,56,9,16,7,3,6,19,17,2,17,15,24
22057,18341,18347,35,13,16,3,4,9,10,25,-15,10,22,13
22058,18341,18347,49,6,16,8,3,5,28,22,6,19,13,27
22059,18341,18347,1,8,16,7,3,6,32,22,10,17,15,24
22060,18341,18347,12,4,16,8,5,3,26,21,5,21,11,29
22061,18341,18347,25,10,16,6,5,5,20,20,0,17,15,23
22062,18341,18347,45,11,16,4,8,4,24,21,3,16,16,20
22063,18341,18347,15,14,16,3,2,11,19,29,-10,8,24,11
22064,18341,18347,27,16,16,1,4,11,10,30,-20,6,26,7
22065,18341,18347,22,1,16,11,3,2,43,15,28,25,7,36
22066,18341,18347,43,2,16,10,4,2,32,12,20,24,8,34
22067,18341,18347,24,5,16,8,4,4,23,20,3,20,12,28
22068,18341,18347,57,7,16,7,4,5,19,21,-2,18,14,25
22069,18341,18347,4,3,16,9,2,5,32,26,6,20,12,29
22070,18341,18347,17,15,16,1,6,9,13,27,-14,8,24,9
22071,18236,18242,17,15,2,0,0,2,1,5,-4,0,4,0
22072,18236,18242,4,9,2,1,0,1,1,4,-3,2,2,3
22073,18236,18242,56,5,2,1,1,0,2,1,1,3,1,4
22074,18236,18242,35,13,2,0,1,1,1,2,-1,1,3,1
22075,18236,18242,22,1,2,2,0,0,6,1,5,4,0,6
22076,18236,18242,24,2,2,2,0,0,4,1,3,4,0,6
22077,18236,18242,43,4,2,1,1,0,4,1,3,3,1,4
22078,18236,18242,57,10,2,0,2,0,1,1,0,2,2,2
22079,18236,18242,28,8,2,1,0,1,2,4,-2,2,2,3
22080,18236,18242,49,3,2,1,1,0,5,2,3,3,1,4
22081,18236,18242,27,10,2,0,2,0,1,1,0,2,2,2
22082,18236,18242,45,12,2,0,1,1,2,3,-1,1,3,1
22083,18236,18242,15,15,2,0,0,2,1,5,-4,0,4,0
22084,18236,18242,1,6,2,1,0,1,4,2,2,2,2,3
22085,18236,18242,25,7,2,1,0,1,1,1,0,2,2,3
22086,18236,18242,12,14,2,0,1,1,1,3,-2,1,3,1
22087,18397,18403,12,3,22,11,8,3,34,26,8,30,14,41
22088,18397,18403,25,11,22,6,7,9,27,32,-5,19,25,25
22089,18397,18403,1,5,22,11,3,8,45,29,16,25,19,36
