KlassementKey,BeginDateKey,EindeDateKey,TeamKey,Stand,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,DoelpuntenSaldo,PuntenVoor2ptn,PuntenTegen2ptn,PuntenVoor3ptn
454,15,21,7,1,3,3,0,0,8,4,4,6,0,9
455,15,21,4,9,3,1,0,2,5,5,0,2,4,3
456,15,21,21,10,3,1,0,2,5,6,-1,2,4,3
457,15,21,43,7,3,1,1,1,9,3,6,3,3,4
458,15,21,34,8,3,1,1,1,3,5,-2,3,3,4
459,15,21,28,11,3,1,0,2,2,5,-3,2,4,3
460,15,21,50,14,3,0,1,2,2,5,-3,1,5,1
461,526,532,36,8,22,8,4,10,27,35,-8,20,24,28
462,526,532,28,10,22,7,6,9,36,31,5,20,24,27
463,526,532,43,1,22,18,3,1,60,19,41,39,5,57
464,526,532,57,13,22,6,5,11,34,50,-16,17,27,23
465,526,532,34,15,22,5,5,12,20,40,-20,15,29,20
466,526,532,21,3,22,10,7,5,41,31,10,27,17,37
467,526,532,4,6,22,9,6,7,31,36,-5,24,20,33
468,526,532,7,9,22,7,7,8,35,36,-1,21,23,28
469,526,532,17,12,22,7,3,12,37,44,-7,17,27,24
470,526,532,19,16,22,4,7,11,29,49,-20,15,29,19
471,526,532,41,5,22,10,5,7,25,20,5,25,19,35
472,526,532,49,2,22,13,3,6,40,20,20,29,15,42
473,526,532,53,11,22,6,9,7,25,29,-4,21,23,27
474,526,532,1,4,22,10,6,6,31,24,7,26,18,36
475,526,532,18,14,22,6,4,12,24,29,-5,16,28,22
476,526,532,39,7,22,8,4,10,28,30,-2,20,24,28
477,141,147,28,13,18,6,4,8,14,23,-9,16,20,22
478,141,147,50,15,18,2,5,11,15,38,-23,9,27,11
479,141,147,43,4,18,8,6,4,36,19,17,22,14,30
480,141,147,34,8,18,7,4,7,33,45,-12,18,18,25
481,141,147,19,6,18,9,2,7,37,24,13,20,16,29
482,141,147,17,10,18,7,3,8,23,32,-9,17,19,24
483,141,147,41,5,18,7,9,2,23,17,6,23,13,30
484,141,147,49,1,18,10,5,3,34,18,16,25,11,35
485,141,147,7,2,18,10,3,5,30,22,8,23,13,33
486,141,147,4,11,18,6,5,7,28,23,5,17,19,23
487,141,147,21,12,18,6,4,8,30,30,0,16,20,22
488,141,147,53,3,18,9,4,5,33,23,10,22,14,31
489,141,147,1,9,18,6,7,5,27,24,3,19,17,25
490,141,147,18,14,18,4,8,6,15,24,-9,16,20,20
491,141,147,39,7,18,8,1,9,30,26,4,17,19,25
492,141,147,29,16,18,2,4,12,12,32,-20,8,28,10
493,176,182,29,15,23,4,4,15,17,40,-23,12,34,16
494,176,182,39,13,23,9,1,13,34,42,-8,19,27,28
495,176,182,1,7,23,8,9,6,37,31,6,25,21,33
496,176,182,18,14,23,5,10,8,19,32,-13,20,26,25
497,176,182,53,5,23,11,4,8,40,32,8,26,20,37
498,176,182,49,1,23,13,7,3,45,22,23,33,13,46
499,176,182,41,3,23,10,10,3,36,20,16,30,16,40
500,176,182,7,4,23,11,6,6,38,30,8,28,18,39
501,176,182,21,9,23,8,6,9,37,35,2,22,24,30
502,176,182,4,12,23,7,8,8,37,31,6,22,24,29
503,176,182,19,8,23,10,2,11,43,36,7,22,24,32
504,176,182,17,11,23,8,5,10,29,40,-11,21,25,29
505,176,182,43,2,23,12,7,4,46,23,23,31,15,43
506,176,182,34,6,23,9,7,7,41,50,-9,25,21,34
507,176,182,28,10,23,8,5,10,22,30,-8,21,25,29
508,176,182,50,16,23,2,7,14,20,47,-27,11,35,13
509,204,217,28,10,25,9,5,11,26,32,-6,23,27,32
510,204,217,50,16,25,4,7,14,24,47,-23,15,35,19
511,204,217,43,2,25,13,7,5,47,24,23,33,17,46
512,204,217,34,7,25,9,8,8,44,55,-11,26,24,35
513,204,217,19,6,25,11,3,11,46,38,8,25,25,36
514,204,217,17,12,25,8,6,11,31,44,-13,22,28,30
515,204,217,7,4,25,12,6,7,40,32,8,30,20,42
516,204,217,21,8,25,9,7,9,41,37,4,25,25,34
517,204,217,4,13,25,7,8,10,38,35,3,22,28,29
518,204,217,41,3,25,12,10,3,40,20,20,34,16,46
519,204,217,49,1,25,14,8,3,48,23,25,36,14,50
520,204,217,53,5,25,11,4,10,40,35,5,26,24,37
521,204,217,1,9,25,8,10,7,38,36,2,26,24,34
522,204,217,18,14,25,5,12,8,22,35,-13,22,28,27
523,204,217,39,11,25,10,1,14,36,45,-9,21,29,31
524,204,217,29,15,25,5,4,16,20,43,-23,14,36,19
525,491,497,39,9,17,6,3,8,21,23,-2,15,19,21
526,491,497,1,3,17,9,3,5,23,18,5,21,13,30
527,491,497,18,14,17,4,4,9,18,23,-5,12,22,16
528,491,497,41,4,17,8,3,6,19,16,3,19,15,27
529,491,497,49,2,17,11,3,3,35,14,21,25,9,36
530,491,497,4,5,17,7,6,4,23,24,-1,20,14,27
531,491,497,21,6,17,7,5,5,30,27,3,19,15,26
532,491,497,7,10,17,5,6,6,27,28,-1,16,18,21
533,491,497,53,8,17,5,7,5,18,22,-4,17,17,22
534,491,497,17,15,17,4,2,11,28,37,-9,10,24,14
535,491,497,19,16,17,3,5,9,22,40,-18,11,23,14
536,491,497,36,7,17,7,3,7,23,25,-2,17,17,24
537,491,497,28,12,17,5,4,8,29,25,4,14,20,19
538,491,497,43,1,17,14,2,1,49,15,34,30,4,44
539,491,497,57,11,17,6,2,9,30,41,-11,14,20,20
540,491,497,34,13,17,5,2,10,16,33,-17,12,22,17
541,505,511,43,1,19,16,2,1,53,17,36,34,4,50
542,505,511,57,12,19,6,3,10,32,44,-12,15,23,21
543,505,511,34,14,19,5,4,10,18,35,-17,14,24,19
544,505,511,36,7,19,8,3,8,26,28,-2,19,19,27
545,505,511,28,10,19,6,4,9,31,28,3,16,22,22
546,505,511,17,15,19,5,2,12,32,41,-9,12,26,17
547,505,511,19,16,19,3,6,10,25,44,-19,12,26,15
548,505,511,53,9,19,5,9,5,19,23,-4,19,19,24
549,505,511,21,5,19,8,6,5,33,29,4,22,16,30
550,505,511,4,6,19,8,6,5,27,26,1,22,16,30
551,505,511,7,11,19,5,7,7,28,32,-4,17,21,22
552,505,511,49,2,19,12,3,4,36,15,21,27,11,39
553,505,511,41,4,19,9,3,7,20,17,3,21,17,30
554,505,511,1,3,19,9,5,5,25,20,5,23,15,32
555,484,490,39,10,16,5,3,8,20,23,-3,13,19,18
556,379,385,39,14,3,0,1,2,1,3,-2,1,5,1
557,379,385,1,2,3,3,0,0,6,3,3,6,0,9
558,379,385,18,4,3,2,0,1,8,5,3,4,2,6
559,379,385,53,7,3,1,2,0,5,4,1,4,2,5
560,379,385,4,3,3,2,1,0,6,3,3,5,1,7
561,379,385,21,5,3,2,0,1,8,6,2,4,2,6
562,379,385,7,13,3,0,2,1,4,7,-3,2,4,2
563,379,385,43,1,3,3,0,0,13,2,11,6,0,9
564,379,385,34,6,3,2,0,1,6,5,1,4,2,6
565,379,385,57,11,3,1,0,2,5,11,-6,2,4,3
566,379,385,49,12,3,0,2,1,4,5,-1,2,4,2
567,379,385,28,9,3,1,0,2,6,5,1,2,4,3
568,379,385,36,16,3,0,0,3,1,7,-6,0,6,0
569,379,385,19,10,3,1,0,2,6,11,-5,2,4,3
570,379,385,17,15,3,0,1,2,6,9,-3,1,5,1
571,379,385,41,8,3,1,1,1,4,3,1,3,3,4
572,414,420,41,8,8,4,1,3,11,9,2,9,7,13
573,414,420,19,11,8,2,2,4,11,19,-8,6,10,8
574,414,420,17,15,8,1,2,5,15,20,-5,4,12,5
575,414,420,28,10,8,3,2,3,17,12,5,8,8,11
576,414,420,36,12,8,2,1,5,8,13,-5,5,11,7
577,414,420,49,3,8,4,2,2,16,10,6,10,6,14
578,414,420,43,1,8,6,2,0,21,5,16,14,2,20
579,414,420,34,7,8,4,1,3,13,10,3,9,7,13
580,414,420,57,13,8,2,1,5,12,26,-14,5,11,7
581,414,420,4,2,8,4,3,1,13,11,2,11,5,15
582,414,420,21,6,8,4,1,3,18,14,4,9,7,13
583,414,420,7,16,8,0,4,4,8,17,-9,4,12,4
584,414,420,53,9,8,3,4,1,10,7,3,10,6,13
585,414,420,1,4,8,4,2,2,10,10,0,10,6,14
586,414,420,18,5,8,4,1,3,15,10,5,9,7,13
587,414,420,39,14,8,1,3,4,5,10,-5,5,11,6
588,939,945,39,16,18,4,3,11,17,32,-15,11,25,15
589,939,945,1,3,18,9,4,5,26,19,7,22,14,31
590,939,945,18,14,18,4,5,9,16,24,-8,13,23,17
591,939,945,53,15,18,3,7,8,13,19,-6,13,23,16
592,939,945,4,6,18,9,2,7,34,34,0,20,16,29
593,939,945,21,7,18,9,1,8,29,31,-2,19,17,28
594,939,945,7,12,18,7,2,9,25,31,-6,16,20,23
595,939,945,49,1,18,10,4,4,26,12,14,24,12,34
596,939,945,28,8,18,7,4,7,26,21,5,18,18,25
597,939,945,36,11,18,7,3,8,25,28,-3,17,19,24
598,939,945,48,13,18,6,3,9,14,21,-7,15,21,21
599,939,945,43,2,18,9,6,3,32,19,13,24,12,33
600,939,945,57,9,18,7,4,7,23,22,1,18,18,25
601,939,945,41,4,18,10,0,8,28,24,4,20,16,30
602,939,945,17,5,18,9,3,6,23,24,-1,21,15,30
603,939,945,8,10,18,7,3,8,30,26,4,17,19,24
604,764,777,41,7,6,3,0,3,11,9,2,6,6,9
605,764,777,17,3,6,3,2,1,8,7,1,8,4,11
606,764,777,8,9,6,2,2,2,14,9,5,6,6,8
607,764,777,57,1,6,4,1,1,12,8,4,9,3,13
608,764,777,43,2,6,3,2,1,10,5,5,8,4,11
609,764,777,48,6,6,3,1,2,5,6,-1,7,5,10
610,764,777,36,10,6,2,1,3,8,8,0,5,7,7
611,764,777,28,11,6,2,1,3,9,10,-1,5,7,7
612,764,777,49,4,6,3,1,2,8,4,4,7,5,10
613,764,777,4,5,6,3,1,2,13,13,0,7,5,10
614,764,777,21,13,6,2,1,3,10,13,-3,5,7,7
615,764,777,7,14,6,2,1,3,8,12,-4,5,7,7
616,764,777,53,16,6,0,3,3,4,9,-5,3,9,3
617,764,777,39,12,6,2,1,3,5,7,-2,5,7,7
618,764,777,1,8,6,3,0,3,7,7,0,6,6,9
619,764,777,18,15,6,1,2,3,5,10,-5,4,8,5
620,1100,1106,53,5,1,1,0,0,1,0,1,2,0,3
621,1100,1106,44,8,1,0,1,0,1,1,0,1,1,1
622,1100,1106,4,1,1,1,0,0,2,0,2,2,0,3
623,1100,1106,21,3,1,1,0,0,2,1,1,2,0,3
624,1100,1106,7,15,1,0,0,1,0,2,-2,0,2,0
625,1100,1106,49,3,1,1,0,0,2,1,1,2,0,3
626,1100,1106,28,8,1,0,1,0,1,1,0,1,1,1
627,1100,1106,36,12,1,0,0,1,1,2,-1,0,2,0
628,1100,1106,48,15,1,0,0,1,0,2,-2,0,2,0
629,1100,1106,43,1,1,1,0,0,2,0,2,2,0,3
630,1100,1106,57,8,1,0,1,0,1,1,0,1,1,1
631,1100,1106,24,12,1,0,0,1,1,2,-1,0,2,0
632,1100,1106,8,6,1,0,1,0,2,2,0,1,1,1
633,1100,1106,17,14,1,0,0,1,0,1,-1,0,2,0
634,1100,1106,41,6,1,0,1,0,2,2,0,1,1,1
635,1100,1106,1,8,1,0,1,0,1,1,0,1,1,1
636,1114,1120,1,14,3,0,1,2,1,6,-5,1,5,1
637,589,602,39,7,28,10,6,12,35,34,1,26,30,36
638,589,602,1,4,28,13,8,7,39,30,9,34,22,47
639,589,602,18,14,28,7,8,13,31,36,-5,22,34,29
640,589,602,53,12,28,7,10,11,28,35,-7,24,32,31
641,589,602,49,2,28,17,3,8,55,31,24,37,19,54
642,589,602,41,5,28,12,9,7,31,22,9,33,23,45
643,589,602,17,10,28,9,6,13,47,54,-7,24,32,33
644,589,602,19,15,28,7,8,13,39,58,-19,22,34,29
645,589,602,21,3,28,14,9,5,60,43,17,37,19,51
646,589,602,4,6,28,10,7,11,37,45,-8,27,29,37
647,589,602,7,9,28,9,8,11,40,46,-6,26,30,35
648,589,602,43,1,28,21,5,2,71,25,46,47,9,68
649,589,602,57,13,28,8,6,14,38,60,-22,22,34,30
650,589,602,34,16,28,6,5,17,25,54,-29,17,39,23
651,589,602,28,8,28,9,8,11,46,40,6,26,30,35
652,589,602,36,11,28,9,6,13,38,47,-9,24,32,33
653,393,399,28,11,5,1,1,3,8,8,0,3,7,4
654,393,399,36,16,5,0,0,5,1,9,-8,0,10,0
655,393,399,43,1,5,5,0,0,17,3,14,10,0,15
656,393,399,34,3,5,4,0,1,10,5,5,8,2,12
657,393,399,57,10,5,2,0,3,11,17,-6,4,6,6
658,393,399,4,2,5,4,1,0,11,5,6,9,1,13
659,393,399,21,7,5,2,1,2,9,8,1,5,5,7
660,393,399,7,14,5,0,4,1,6,9,-3,4,6,4
661,393,399,19,13,5,1,1,3,7,14,-7,3,7,4
662,393,399,17,15,5,0,1,4,9,15,-6,1,9,1
663,393,399,41,8,5,2,1,2,6,5,1,5,5,7
664,393,399,49,6,5,2,2,1,7,6,1,6,4,8
665,393,399,53,4,5,3,2,0,8,4,4,8,2,11
666,393,399,1,5,5,3,1,1,7,6,1,7,3,10
667,393,399,18,9,5,2,0,3,9,9,0,4,6,6
668,393,399,39,12,5,1,1,3,2,5,-3,3,7,4
669,925,931,39,16,16,2,3,11,13,32,-19,7,25,9
670,925,931,1,6,16,7,4,5,20,17,3,18,14,25
671,925,931,18,14,16,4,5,7,15,21,-6,13,19,17
672,925,931,53,15,16,3,6,7,12,17,-5,12,20,15
673,925,931,49,4,16,8,4,4,22,11,11,20,12,28
674,925,931,41,5,16,9,0,7,23,20,3,18,14,27
675,925,931,17,2,16,9,3,4,21,18,3,21,11,30
676,925,931,8,10,16,6,3,7,29,25,4,15,17,21
677,925,931,21,3,16,9,1,6,28,26,2,19,13,28
678,925,931,4,9,16,7,2,7,31,33,-2,16,16,23
679,925,931,7,11,16,6,2,8,22,26,-4,14,18,20
680,925,931,43,1,16,9,4,3,31,18,13,22,10,31
681,925,931,57,8,16,7,3,6,21,19,2,17,15,24
682,925,931,28,7,16,7,3,6,25,19,6,17,15,24
683,925,931,48,12,16,6,2,8,14,18,-4,14,18,20
684,925,931,36,13,16,5,3,8,20,27,-7,13,19,18
685,932,938,28,8,17,7,4,6,26,20,6,18,16,25
686,932,938,36,11,17,6,3,8,21,27,-6,15,19,21
687,932,938,48,13,17,6,2,9,14,21,-7,14,20,20
688,932,938,43,1,17,9,5,3,32,19,13,23,11,32
689,932,938,57,9,17,7,4,6,22,20,2,18,16,25
690,932,938,21,5,17,9,1,7,28,27,1,19,15,28
691,932,938,4,7,17,8,2,7,32,33,-1,18,16,26
692,932,938,7,12,17,6,2,9,23,30,-7,14,20,20
693,932,938,17,4,17,9,3,5,22,20,2,21,13,30
694,932,938,8,10,17,6,3,8,29,26,3,15,19,21
695,932,938,41,3,17,10,0,7,27,21,6,20,14,30
696,932,938,49,2,17,9,4,4,23,11,12,22,12,31
697,932,938,53,15,17,3,7,7,13,18,-5,13,21,16
698,932,938,1,6,17,8,4,5,22,18,4,20,14,28
699,932,938,18,14,17,4,5,8,15,22,-7,13,21,17
700,932,938,39,16,17,3,3,11,16,32,-16,9,25,12
701,953,959,39,16,20,4,5,11,20,35,-15,13,27,17
702,953,959,1,2,20,10,5,5,29,20,9,25,15,35
703,953,959,18,14,20,5,5,10,18,27,-9,15,25,20
704,953,959,53,15,20,4,8,8,16,19,-3,16,24,20
705,953,959,49,1,20,11,4,5,29,16,13,26,14,37
706,953,959,41,4,20,11,0,9,31,25,6,22,18,33
707,953,959,17,5,20,10,3,7,24,27,-3,23,17,33
708,953,959,8,12,20,7,3,10,31,30,1,17,23,24
709,953,959,21,3,20,11,1,8,33,32,1,23,17,34
710,953,959,4,8,20,9,2,9,35,37,-2,20,20,29
711,953,959,7,9,20,9,2,9,30,32,-2,20,20,29
712,953,959,43,6,20,9,6,5,33,23,10,24,16,33
713,953,959,57,11,20,7,5,8,23,24,-1,19,21,26
714,953,959,36,7,20,9,3,8,28,29,-1,21,19,30
715,953,959,28,10,20,8,5,7,30,23,7,21,19,29
716,106,112,28,14,13,3,3,7,9,21,-12,9,17,12
717,106,112,50,15,13,2,4,7,12,25,-13,8,18,10
718,106,112,43,2,13,7,4,2,28,12,16,18,8,25
719,106,112,34,5,13,7,2,4,27,27,0,16,10,23
720,106,112,19,4,13,7,2,4,29,15,14,16,10,23
721,106,112,17,9,13,6,0,7,17,25,-8,12,14,18
722,106,112,7,7,13,6,2,5,22,20,2,14,12,20
723,106,112,4,8,13,5,4,4,21,16,5,14,12,19
724,106,112,21,12,13,4,3,6,20,22,-2,11,15,15
725,106,112,41,1,13,7,5,1,20,13,7,19,7,26
726,106,112,49,3,13,7,3,3,22,12,10,17,9,24
727,106,112,53,6,13,6,2,5,26,20,6,14,12,20
728,106,112,18,11,13,4,4,5,12,19,-7,12,14,16
729,106,112,1,13,13,3,6,4,14,16,-2,12,14,15
730,106,112,39,10,13,5,1,7,18,20,-2,11,15,16
731,106,112,29,16,13,1,3,9,8,22,-14,5,21,6
732,113,119,29,16,14,2,3,9,11,24,-13,7,21,9
733,113,119,39,8,14,6,1,7,21,21,0,13,15,19
734,113,119,18,11,14,4,5,5,13,20,-7,13,15,17
735,113,119,1,12,14,3,7,4,16,18,-2,13,15,16
736,113,119,53,6,14,7,2,5,27,20,7,16,12,23
737,113,119,49,3,14,7,4,3,24,14,10,18,10,25
738,113,119,41,1,14,7,6,1,21,14,7,20,8,27
739,113,119,7,7,14,7,2,5,25,20,5,16,12,23
740,113,119,4,10,14,5,4,5,22,19,3,14,14,19
741,113,119,21,13,14,4,3,7,20,23,-3,11,17,15
742,113,119,19,5,14,7,2,5,29,18,11,16,12,23
743,113,119,17,9,14,6,1,7,18,26,-8,13,15,19
744,113,119,43,2,14,7,4,3,28,13,15,18,10,25
745,113,119,34,4,14,7,3,4,28,28,0,17,11,24
746,113,119,28,14,14,4,3,7,10,21,-11,11,17,15
747,113,119,50,15,14,2,4,8,14,28,-14,8,20,10
748,43,49,50,14,6,1,1,4,5,14,-9,3,9,4
749,43,49,28,15,6,1,1,4,4,13,-9,3,9,4
750,43,49,19,8,6,2,2,2,11,7,4,6,6,8
751,43,49,17,12,6,2,0,4,6,16,-10,4,8,6
752,43,49,43,4,6,3,2,1,18,6,12,8,4,11
753,43,49,34,5,6,3,1,2,12,10,2,7,5,10
754,43,49,7,3,6,4,1,1,14,10,4,9,3,13
755,43,49,4,9,6,2,2,2,11,8,3,6,6,8
756,43,49,21,13,6,1,2,3,8,10,-2,4,8,5
757,43,49,41,2,6,4,2,0,9,5,4,10,2,14
758,43,49,49,1,6,4,2,0,13,2,11,10,2,14
759,43,49,53,7,6,3,0,3,9,11,-2,6,6,9
760,43,49,18,10,6,2,2,2,7,11,-4,6,6,8
761,43,49,1,11,6,1,4,1,6,6,0,6,6,7
762,43,49,39,6,6,3,0,3,11,7,4,6,6,9
763,43,49,29,16,6,0,2,4,4,12,-8,2,10,2
764,50,63,29,15,7,1,2,4,6,13,-7,4,10,5
765,50,63,39,5,7,4,0,3,12,7,5,8,6,12
766,50,63,18,12,7,2,2,3,7,12,-5,6,8,8
767,50,63,1,14,7,1,4,2,7,9,-2,6,8,7
768,50,63,53,7,7,3,1,3,9,11,-2,7,7,10
769,50,63,49,1,7,5,2,0,15,3,12,12,2,17
770,50,63,41,3,7,4,2,1,9,6,3,10,4,14
771,50,63,7,2,7,4,2,1,14,10,4,10,4,14
772,50,63,4,10,7,2,2,3,11,9,2,6,8,8
773,50,63,21,11,7,2,2,3,12,11,1,6,8,8
774,50,63,34,4,7,4,1,2,15,11,4,9,5,13
775,50,63,43,6,7,3,2,2,19,8,11,8,6,11
776,50,63,17,8,7,3,0,4,7,16,-9,6,8,9
777,50,63,19,9,7,2,2,3,12,9,3,6,8,8
778,50,63,28,13,7,2,1,4,5,13,-8,5,9,7
779,50,63,50,16,7,1,1,5,6,18,-12,3,11,4
780,372,378,36,15,2,0,0,2,1,6,-5,0,4,0
781,372,378,28,6,2,1,0,1,5,3,2,2,2,3
782,372,378,43,1,2,2,0,0,9,1,8,4,0,6
783,372,378,34,3,2,2,0,0,6,4,2,4,0,6
784,372,378,57,8,2,1,0,1,3,4,-1,2,2,3
785,372,378,17,11,2,0,1,1,4,5,-1,1,3,1
786,372,378,19,16,2,0,0,2,2,9,-7,0,4,0
787,372,378,7,13,2,0,1,1,3,6,-3,1,3,1
788,372,378,21,2,2,2,0,0,7,2,5,4,0,6
789,372,378,4,5,2,1,1,0,5,3,2,3,1,4
790,372,378,41,7,2,1,0,1,4,3,1,2,2,3
791,372,378,49,12,2,0,1,1,3,4,-1,1,3,1
792,372,378,53,10,2,0,2,0,3,3,0,2,2,2
793,372,378,18,9,2,1,0,1,1,3,-2,2,2,3
794,372,378,1,4,2,2,0,0,5,3,2,4,0,6
795,372,378,39,14,2,0,0,2,1,3,-2,0,4,0
796,568,581,39,8,26,9,5,12,31,33,-2,23,29,32
797,505,511,18,13,19,5,4,10,21,24,-3,14,24,19
798,505,511,39,8,19,7,3,9,24,27,-3,17,21,24
799,512,518,39,9,20,7,3,10,24,29,-5,17,23,24
800,512,518,1,3,20,10,5,5,29,20,9,25,15,35
801,512,518,18,13,20,5,4,11,21,27,-6,14,26,19
802,512,518,41,5,20,9,4,7,22,19,3,22,18,31
803,512,518,49,2,20,13,3,4,38,15,23,29,11,42
804,512,518,4,4,20,9,6,5,29,27,2,24,16,33
805,512,518,21,6,20,8,7,5,34,30,4,23,17,31
806,512,518,7,8,20,6,7,7,31,33,-2,19,21,25
807,512,518,53,10,20,5,9,6,20,26,-6,19,21,24
808,512,518,17,15,20,5,3,12,33,42,-9,13,27,18
809,512,518,19,16,20,3,7,10,27,46,-19,13,27,16
810,512,518,36,7,20,8,3,9,26,32,-6,19,21,27
811,512,518,28,11,20,6,5,9,31,28,3,17,23,23
812,512,518,43,1,20,17,2,1,56,17,39,36,4,53
813,512,518,57,12,20,6,4,10,32,44,-12,16,24,22
814,512,518,34,14,20,5,4,11,19,37,-18,14,26,19
815,729,735,28,9,1,0,0,1,1,2,-1,0,2,0
816,729,735,36,12,1,0,0,1,0,2,-2,0,2,0
817,729,735,48,15,1,0,0,1,2,5,-3,0,2,0
818,729,735,57,4,1,1,0,0,3,1,2,2,0,3
819,729,735,43,5,1,1,0,0,2,0,2,2,0,3
820,729,735,8,2,1,1,0,0,5,2,3,2,0,3
821,729,735,17,16,1,0,0,1,0,5,-5,0,2,0
822,729,735,41,1,1,1,0,0,5,0,5,2,0,3
823,729,735,53,12,1,0,0,1,0,2,-2,0,2,0
824,729,735,49,8,1,1,0,0,2,1,1,2,0,3
825,729,735,21,3,1,1,0,0,5,3,2,2,0,3
826,729,735,7,5,1,1,0,0,2,0,2,2,0,3
827,729,735,4,10,1,0,0,1,3,5,-2,0,2,0
828,729,735,1,5,1,1,0,0,2,0,2,2,0,3
829,729,735,18,12,1,0,0,1,0,2,-2,0,2,0
830,729,735,39,11,1,0,0,1,1,3,-2,0,2,0
831,827,833,39,16,12,2,2,8,12,24,-12,6,18,8
832,827,833,1,6,12,6,2,4,16,14,2,14,10,20
833,827,833,18,15,12,2,4,6,11,18,-7,8,16,10
834,827,833,53,14,12,3,3,6,10,13,-3,9,15,12
835,827,833,21,7,12,6,1,5,21,23,-2,13,11,19
836,827,833,4,10,12,5,2,5,24,26,-2,12,12,17
837,827,833,7,11,12,5,2,5,16,19,-3,12,12,17
838,827,833,49,1,12,6,3,3,19,9,10,15,9,21
839,827,833,41,9,12,6,0,6,18,18,0,12,12,18
840,827,833,17,2,12,6,3,3,16,16,0,15,9,21
841,827,833,8,3,12,6,2,4,26,16,10,14,10,20
842,827,833,57,5,12,6,2,4,19,16,3,14,10,20
843,827,833,43,8,12,5,4,3,20,14,6,14,10,19
844,827,833,28,4,12,6,2,4,22,15,7,14,10,20
845,827,833,48,12,12,4,2,6,9,13,-4,10,14,14
846,827,833,36,13,12,4,2,6,15,20,-5,10,14,14
847,981,983,28,9,25,9,8,8,36,32,4,26,24,35
848,981,983,36,12,25,9,5,11,29,33,-4,23,27,32
849,981,983,48,13,25,8,4,13,19,31,-12,20,30,28
850,981,983,43,3,25,12,6,7,40,29,11,30,20,42
851,981,983,57,10,25,9,6,10,27,33,-6,24,26,33
852,981,983,17,6,25,12,3,10,33,33,0,27,23,39
853,981,983,8,11,25,9,5,11,34,34,0,23,27,32
854,981,983,49,1,25,15,4,6,37,18,19,34,16,49
855,981,983,41,7,25,12,2,11,35,33,2,26,24,38
856,981,983,21,2,25,14,2,9,46,40,6,30,20,44
857,981,983,4,4,25,13,2,10,49,44,5,28,22,41
858,981,983,7,5,25,13,2,10,39,34,5,28,22,41
859,981,983,53,14,25,6,10,9,21,22,-1,22,28,28
860,981,983,1,8,25,10,5,10,30,29,1,25,25,35
861,981,983,18,16,25,5,6,14,21,34,-13,16,34,21
862,981,983,39,15,25,6,6,13,25,42,-17,18,32,24
863,1009,1099,39,14,30,9,6,15,34,46,-12,24,36,33
864,1009,1099,1,9,30,12,6,12,35,39,-4,30,30,42
865,1009,1099,18,16,30,6,7,17,28,45,-17,19,41,25
866,1009,1099,21,2,30,19,2,9,57,44,13,40,20,59
867,1009,1099,4,4,30,15,4,11,55,52,3,34,26,49
868,1009,1099,7,5,30,14,4,12,46,41,5,32,28,46
869,1009,1099,53,15,30,7,12,11,30,30,0,26,34,33
870,1009,1099,41,6,30,14,2,14,42,41,1,30,30,44
871,1009,1099,49,1,30,20,4,6,51,21,30,44,16,64
872,1009,1099,17,8,30,13,3,14,37,42,-5,29,31,42
873,1009,1099,8,12,30,10,5,15,40,49,-9,25,35,35
874,1009,1099,43,3,30,15,7,8,54,34,20,37,23,52
875,1009,1099,57,11,30,10,6,14,33,44,-11,26,34,36
876,953,959,48,13,20,6,3,11,14,25,-11,15,25,21
877,757,763,57,2,5,3,1,1,9,7,2,7,3,10
878,757,763,43,7,5,2,2,1,7,4,3,6,4,8
879,757,763,48,5,5,3,0,2,5,6,-1,6,4,9
880,757,763,28,8,5,2,1,2,8,8,0,5,5,7
881,757,763,36,14,5,1,1,3,6,8,-2,3,7,4
882,757,763,4,1,5,3,1,1,13,9,4,7,3,10
883,757,763,21,10,5,2,1,2,9,10,-1,5,5,7
884,757,763,7,12,5,2,0,3,8,12,-4,4,6,6
885,757,763,41,11,5,2,0,3,9,8,1,4,6,6
886,757,763,17,3,5,3,1,1,8,7,1,7,3,10
887,757,763,8,6,5,2,2,1,14,7,7,6,4,8
888,757,763,49,9,5,2,1,2,4,4,0,5,5,7
889,757,763,53,16,5,0,2,3,4,9,-5,2,8,2
890,757,763,1,4,5,3,0,2,6,4,2,6,4,9
891,757,763,18,13,5,1,2,2,4,8,-4,4,6,5
892,757,763,39,15,5,1,1,3,3,6,-3,3,7,4
893,1205,1211,1,13,14,3,3,8,13,26,-13,9,19,12
894,1205,1211,53,2,14,8,4,2,30,15,15,20,8,28
895,1205,1211,44,9,14,4,5,5,13,18,-5,13,15,17
896,1205,1211,49,3,14,8,4,2,26,12,14,20,8,28
897,1205,1211,41,6,14,7,3,4,21,16,5,17,11,24
898,1205,1211,8,4,14,7,5,2,20,15,5,19,9,26
899,1205,1211,17,11,14,3,6,5,18,17,1,12,16,15
900,1205,1211,21,7,14,5,6,3,20,15,5,16,12,21
901,1205,1211,4,8,14,6,2,6,19,23,-4,14,14,20
902,1205,1211,7,12,14,2,7,5,15,23,-8,11,17,13
903,1205,1211,43,1,14,10,3,1,43,12,31,23,5,33
904,1205,1211,57,14,14,3,3,8,11,25,-14,9,19,12
905,1205,1211,24,16,14,1,2,11,10,30,-20,4,24,5
